FK_NAME|FK_SCHEMA|FK_TABLE|FK_COLUMN|PK_SCHEMA|PK_TABLE|PK_COLUMN
FK_t7630_t121_1|dbo|t7630_cc_solicitud_inspeccion|f7630_rowid_item_ext|dbo|t121_mc_items_extensiones|f121_rowid
FK_t7630_t145_1|dbo|t7630_cc_solicitud_inspeccion|f7630_id_concepto_origen|dbo|t145_mc_conceptos|f145_id
FK_t7630_t1461_1|dbo|t7630_cc_solicitud_inspeccion|f7630_id_cia|dbo|t1461_mc_motivos_otros|f1461_id_cia
FK_t7630_t1461_1|dbo|t7630_cc_solicitud_inspeccion|f7630_id_motivo_anulacion|dbo|t1461_mc_motivos_otros|f1461_id
FK_t7630_t150_1|dbo|t7630_cc_solicitud_inspeccion|f7630_rowid_bodega|dbo|t150_mc_bodegas|f150_rowid
FK_t7630_t155_1|dbo|t7630_cc_solicitud_inspeccion|f7630_rowid_bodega|dbo|t155_mc_ubicacion_auxiliares|f155_rowid_bodega
FK_t7630_t155_1|dbo|t7630_cc_solicitud_inspeccion|f7630_id_ubicacion_aux|dbo|t155_mc_ubicacion_auxiliares|f155_id
FK_t7630_t285_1|dbo|t7630_cc_solicitud_inspeccion|f7630_id_cia|dbo|t285_co_centro_op|f285_id_cia
FK_t7630_t285_1|dbo|t7630_cc_solicitud_inspeccion|f7630_id_co|dbo|t285_co_centro_op|f285_id
FK_t7630_t350_1|dbo|t7630_cc_solicitud_inspeccion|f7630_rowid_docto_origen|dbo|t350_co_docto_contable|f350_rowid
FK_t7630_t403_1|dbo|t7630_cc_solicitud_inspeccion|f7630_id_cia|dbo|t403_cm_lotes|f403_id_cia
FK_t7630_t403_1|dbo|t7630_cc_solicitud_inspeccion|f7630_id_lote|dbo|t403_cm_lotes|f403_id
FK_t7630_t403_1|dbo|t7630_cc_solicitud_inspeccion|f7630_rowid_item_ext|dbo|t403_cm_lotes|f403_rowid_item_ext
FK_t7630_t470_1|dbo|t7630_cc_solicitud_inspeccion|f7630_rowid_movto_inv_origen|dbo|t470_cm_movto_invent|f470_rowid
FK_t7630_t7609_1|dbo|t7630_cc_solicitud_inspeccion|f7630_id_cia|dbo|t7609_cc_codigo_muestra|f7609_id_cia
FK_t7630_t7609_1|dbo|t7630_cc_solicitud_inspeccion|f7630_id_codigo_muestra|dbo|t7609_cc_codigo_muestra|f7609_id
FK_t7630_t7610_1|dbo|t7630_cc_solicitud_inspeccion|f7630_id_cia|dbo|t7610_cc_nivel_insp_prov|f7610_id_cia
FK_t7630_t7610_1|dbo|t7630_cc_solicitud_inspeccion|f7630_id_nivel_inspeccion|dbo|t7610_cc_nivel_insp_prov|f7610_id
FK_t7630_t7611_1|dbo|t7630_cc_solicitud_inspeccion|f7630_id_cia|dbo|t7611_cc_aql|f7611_id_cia
FK_t7630_t7611_1|dbo|t7630_cc_solicitud_inspeccion|f7630_id_aql_critico|dbo|t7611_cc_aql|f7611_id
FK_t7630_t7611_2|dbo|t7630_cc_solicitud_inspeccion|f7630_id_cia|dbo|t7611_cc_aql|f7611_id_cia
FK_t7630_t7611_2|dbo|t7630_cc_solicitud_inspeccion|f7630_id_aql_menor|dbo|t7611_cc_aql|f7611_id
FK_t7630_t7611_3|dbo|t7630_cc_solicitud_inspeccion|f7630_id_cia|dbo|t7611_cc_aql|f7611_id_cia
FK_t7630_t7611_3|dbo|t7630_cc_solicitud_inspeccion|f7630_id_aql_mayor|dbo|t7611_cc_aql|f7611_id
FK_t7630_t7615_1|dbo|t7630_cc_solicitud_inspeccion|f7630_rowid_ruta_calidad|dbo|t7615_cc_ruta_calidad|f7615_rowid
FK_t7630_t7618_1|dbo|t7630_cc_solicitud_inspeccion|f7630_rowid_motivo_rechazo|dbo|t7618_cc_motivos_rechazo|f7618_rowid
FK_t7630_t7620_1|dbo|t7630_cc_solicitud_inspeccion|f7630_rowid_clase_solicitud|dbo|t7620_cc_clase_solicitud|f7620_rowid
FK_t7631_t010_1|dbo|t7631_cc_solicitud_insp_movto|f7631_id_cia|dbo|t010_mm_companias|f010_id
FK_t7631_t200_1|dbo|t7631_cc_solicitud_insp_movto|f7631_rowid_tercero_emp_insp|dbo|t200_mm_terceros|f200_rowid
FK_t7631_t744_1|dbo|t7631_cc_solicitud_insp_movto|f7631_rowid_grupo_entidad|dbo|t744_mm_grupo_entidad|f744_rowid
FK_t7631_t744_2|dbo|t7631_cc_solicitud_insp_movto|f7631_rowid_grupo_ent_muest|dbo|t744_mm_grupo_entidad|f744_rowid
FK_t7631_t750_1|dbo|t7631_cc_solicitud_insp_movto|f7631_rowid_movto_ent_muest|dbo|t750_mm_movto_entidad|f750_rowid
FK_t7631_t7605_1|dbo|t7631_cc_solicitud_insp_movto|f7631_rowid_perfil|dbo|t7605_cc_perfiles_inspeccion|f7605_rowid
FK_t7631_t7630_1|dbo|t7631_cc_solicitud_insp_movto|f7631_rowid_solicitud|dbo|t7630_cc_solicitud_inspeccion|f7630_rowid
FK_t7632_t010_1|dbo|t7632_cc_solicitud_insp_cant|f7632_id_cia|dbo|t010_mm_companias|f010_id
FK_t7632_t350_1|dbo|t7632_cc_solicitud_insp_cant|f7632_rowid_docto_destino|dbo|t350_co_docto_contable|f350_rowid
FK_t7632_t417_1|dbo|t7632_cc_solicitud_insp_cant|f7632_rowid_serial|dbo|t417_cm_seriales|f417_rowid
FK_t7632_t7619_1|dbo|t7632_cc_solicitud_insp_cant|f7632_id_cia|dbo|t7619_cc_clasificacion_calidad|f7619_id_cia
FK_t7632_t7619_1|dbo|t7632_cc_solicitud_insp_cant|f7632_id_clasificacion|dbo|t7619_cc_clasificacion_calidad|f7619_id
FK_t7632_t7630_1|dbo|t7632_cc_solicitud_insp_cant|f7632_rowid_solicitud|dbo|t7630_cc_solicitud_inspeccion|f7630_rowid
FK_t7633_t010_1|dbo|t7633_cc_solicitud_insp_serial|f7633_id_cia|dbo|t010_mm_companias|f010_id
FK_t7633_t417_1|dbo|t7633_cc_solicitud_insp_serial|f7633_rowid_serial|dbo|t417_cm_seriales|f417_rowid
FK_t7633_t7630_1|dbo|t7633_cc_solicitud_insp_serial|f7633_rowid_solicitud|dbo|t7630_cc_solicitud_inspeccion|f7630_rowid
FK_t770_t010_1|dbo|t770_cr_tipos_cartera|f770_id_cia|dbo|t010_mm_companias|f010_id
FK_t770_t017_1|dbo|t770_cr_tipos_cartera|f770_id_cia|dbo|t017_mm_monedas|f017_id_cia
FK_t770_t017_1|dbo|t770_cr_tipos_cartera|f770_id_moneda|dbo|t017_mm_monedas|f017_id
FK_t771_t010_1|dbo|t771_cr_tipos_cartera_auxiliar|f771_id_cia|dbo|t010_mm_companias|f010_id
FK_t771_t770_1|dbo|t771_cr_tipos_cartera_auxiliar|f771_id_cia|dbo|t770_cr_tipos_cartera|f770_id_cia
FK_t771_t770_1|dbo|t771_cr_tipos_cartera_auxiliar|f771_id_tipo_cartera|dbo|t770_cr_tipos_cartera|f770_id
FK_t772_t010_1|dbo|t772_cr_clientes|f772_id_cia|dbo|t010_mm_companias|f010_id
FK_t772_t011_1|dbo|t772_cr_clientes|f772_pais_empresa|dbo|t011_mm_paises|f011_id
FK_t772_t011_2|dbo|t772_cr_clientes|f772_pais_correspond|dbo|t011_mm_paises|f011_id
FK_t772_t012_1|dbo|t772_cr_clientes|f772_pais_empresa|dbo|t012_mm_deptos|f012_id_pais
FK_t772_t012_1|dbo|t772_cr_clientes|f772_depto_empresa|dbo|t012_mm_deptos|f012_id
FK_t772_t012_2|dbo|t772_cr_clientes|f772_pais_correspond|dbo|t012_mm_deptos|f012_id_pais
FK_t772_t012_2|dbo|t772_cr_clientes|f772_depto_correspond|dbo|t012_mm_deptos|f012_id
FK_t772_t013_1|dbo|t772_cr_clientes|f772_pais_empresa|dbo|t013_mm_ciudades|f013_id_pais
FK_t772_t013_1|dbo|t772_cr_clientes|f772_depto_empresa|dbo|t013_mm_ciudades|f013_id_depto
FK_t772_t013_1|dbo|t772_cr_clientes|f772_ciudad_empresa|dbo|t013_mm_ciudades|f013_id
FK_t772_t013_2|dbo|t772_cr_clientes|f772_pais_correspond|dbo|t013_mm_ciudades|f013_id_pais
FK_t772_t013_2|dbo|t772_cr_clientes|f772_depto_correspond|dbo|t013_mm_ciudades|f013_id_depto
FK_t772_t013_2|dbo|t772_cr_clientes|f772_ciudad_correspond|dbo|t013_mm_ciudades|f013_id
FK_t772_t200_1|dbo|t772_cr_clientes|f772_rowid_tercero|dbo|t200_mm_terceros|f200_rowid
FK_t772_t201_1|dbo|t772_cr_clientes|f772_rowid_tercero|dbo|t201_mm_clientes|f201_rowid_tercero
FK_t772_t201_1|dbo|t772_cr_clientes|f772_id_sucursal|dbo|t201_mm_clientes|f201_id_sucursal
FK_t776_t010_1|dbo|t776_cr_control|f776_id_cia|dbo|t010_mm_companias|f010_id
FK_t776_t024_1|dbo|t776_cr_control|f776_id_cia|dbo|t024_mm_periodos|f024_id_cia
FK_t776_t024_1|dbo|t776_cr_control|f776_id_periodo|dbo|t024_mm_periodos|f024_id
FK_t776_t770_1|dbo|t776_cr_control|f776_id_cia|dbo|t770_cr_tipos_cartera|f770_id_cia
FK_t776_t770_1|dbo|t776_cr_control|f776_id_tipo_cartera|dbo|t770_cr_tipos_cartera|f770_id
FK_t777_t010_1|dbo|t777_cr_movto_general|f777_id_cia|dbo|t010_mm_companias|f010_id
FK_t777_t200_1|dbo|t777_cr_movto_general|f777_rowid_tercero_cruce|dbo|t200_mm_terceros|f200_rowid
FK_t777_t201_1|dbo|t777_cr_movto_general|f777_rowid_tercero_cruce|dbo|t201_mm_clientes|f201_rowid_tercero
FK_t777_t201_1|dbo|t777_cr_movto_general|f777_id_sucursal_cruce|dbo|t201_mm_clientes|f201_id_sucursal
FK_t777_t776_1|dbo|t777_cr_movto_general|f777_rowid_control|dbo|t776_cr_control|f776_rowid
FK_t778_t010_1|dbo|t778_cr_movto_datacredito|f778_id_cia|dbo|t010_mm_companias|f010_id
FK_t778_t777_1|dbo|t778_cr_movto_datacredito|f778_rowid_movto|dbo|t777_cr_movto_general|f777_rowid
FK_t779_t010_1|dbo|t779_cr_movto_cifin|f779_id_cia|dbo|t010_mm_companias|f010_id
FK_t779_t777_1|dbo|t779_cr_movto_cifin|f779_rowid_movto|dbo|t777_cr_movto_general|f777_rowid
FK_t780_t010_1|dbo|t780_cr_docto_si|f780_id_cia|dbo|t010_mm_companias|f010_id
FK_t780_t021_1|dbo|t780_cr_docto_si|f780_id_cia|dbo|t021_mm_tipos_documentos|f021_id_cia
FK_t780_t021_1|dbo|t780_cr_docto_si|f780_id_tipo_docto|dbo|t021_mm_tipos_documentos|f021_id
FK_t780_t200_1|dbo|t780_cr_docto_si|f780_rowid_tercero|dbo|t200_mm_terceros|f200_rowid
FK_t780_t201_1|dbo|t780_cr_docto_si|f780_rowid_tercero|dbo|t201_mm_clientes|f201_rowid_tercero
FK_t780_t201_1|dbo|t780_cr_docto_si|f780_id_sucursal_cli|dbo|t201_mm_clientes|f201_id_sucursal
FK_t780_t253_1|dbo|t780_cr_docto_si|f780_rowid_auxiliar|dbo|t253_co_auxiliares|f253_rowid
FK_t780_t281_1|dbo|t780_cr_docto_si|f780_id_cia|dbo|t281_co_unidades_negocio|f281_id_cia
FK_t780_t281_1|dbo|t780_cr_docto_si|f780_id_un|dbo|t281_co_unidades_negocio|f281_id
FK_t780_t285_1|dbo|t780_cr_docto_si|f780_id_cia|dbo|t285_co_centro_op|f285_id_cia
FK_t780_t285_1|dbo|t780_cr_docto_si|f780_id_co|dbo|t285_co_centro_op|f285_id
FK_t790_t010_1|dbo|t790_te_plantillas|f790_id_cia|dbo|t010_mm_companias|f010_id
FK_t791_t010_1|dbo|t791_te_cptos|f791_id_cia|dbo|t010_mm_companias|f010_id
FK_t791_t253_1|dbo|t791_te_cptos|f791_rowid_auxiliar|dbo|t253_co_auxiliares|f253_rowid
FK_t791_t791_1|dbo|t791_te_cptos|f791_rowid_cpto_imp|dbo|t791_te_cptos|f791_rowid
FK_t792_t010_1|dbo|t792_te_plantillas_cptos|f792_id_cia|dbo|t010_mm_companias|f010_id
FK_t792_t281_1|dbo|t792_te_plantillas_cptos|f792_id_cia|dbo|t281_co_unidades_negocio|f281_id_cia
FK_t792_t281_1|dbo|t792_te_plantillas_cptos|f792_id_un|dbo|t281_co_unidades_negocio|f281_id
FK_t792_t284_1|dbo|t792_te_plantillas_cptos|f792_rowid_ccosto|dbo|t284_co_ccosto|f284_rowid
FK_t792_t285_1|dbo|t792_te_plantillas_cptos|f792_id_cia|dbo|t285_co_centro_op|f285_id_cia
FK_t792_t285_1|dbo|t792_te_plantillas_cptos|f792_id_co|dbo|t285_co_centro_op|f285_id
FK_t792_t790_1|dbo|t792_te_plantillas_cptos|f792_rowid_plantilla|dbo|t790_te_plantillas|f790_rowid
FK_t792_t791_1|dbo|t792_te_plantillas_cptos|f792_rowid_cpto|dbo|t791_te_cptos|f791_rowid
FK_t793_t010_1|dbo|t793_te_plantillas_cptos_sa|f793_id_cia|dbo|t010_mm_companias|f010_id
FK_t793_t790_1|dbo|t793_te_plantillas_cptos_sa|f793_rowid_plantilla|dbo|t790_te_plantillas|f790_rowid
FK_t793_t791_1|dbo|t793_te_plantillas_cptos_sa|f793_rowid_cpto_sa|dbo|t791_te_cptos|f791_rowid
FK_t796_t010_1|dbo|t796_te_plantillas_movto|f796_id_cia|dbo|t010_mm_companias|f010_id
FK_t796_t021_1|dbo|t796_te_plantillas_movto|f796_id_cia|dbo|t021_mm_tipos_documentos|f021_id_cia
FK_t796_t021_1|dbo|t796_te_plantillas_movto|f796_id_tipo_docto_cruce|dbo|t021_mm_tipos_documentos|f021_id
FK_t796_t200_1|dbo|t796_te_plantillas_movto|f796_rowid_tercero|dbo|t200_mm_terceros|f200_rowid
FK_t796_t201_1|dbo|t796_te_plantillas_movto|f796_rowid_tercero|dbo|t201_mm_clientes|f201_rowid_tercero
FK_t796_t201_1|dbo|t796_te_plantillas_movto|f796_id_sucursal_cli|dbo|t201_mm_clientes|f201_id_sucursal
FK_t796_t202_1|dbo|t796_te_plantillas_movto|f796_rowid_tercero|dbo|t202_mm_proveedores|f202_rowid_tercero
FK_t796_t202_1|dbo|t796_te_plantillas_movto|f796_id_sucursal_prov|dbo|t202_mm_proveedores|f202_id_sucursal
FK_t796_t281_1|dbo|t796_te_plantillas_movto|f796_id_cia|dbo|t281_co_unidades_negocio|f281_id_cia
FK_t796_t281_1|dbo|t796_te_plantillas_movto|f796_id_un|dbo|t281_co_unidades_negocio|f281_id
FK_t796_t284_1|dbo|t796_te_plantillas_movto|f796_rowid_ccosto|dbo|t284_co_ccosto|f284_rowid
FK_t796_t285_1|dbo|t796_te_plantillas_movto|f796_id_cia|dbo|t285_co_centro_op|f285_id_cia
FK_t796_t285_1|dbo|t796_te_plantillas_movto|f796_id_co|dbo|t285_co_centro_op|f285_id
FK_t796_t350_1|dbo|t796_te_plantillas_movto|f796_rowid_docto|dbo|t350_co_docto_contable|f350_rowid
FK_t796_t791_1|dbo|t796_te_plantillas_movto|f796_rowid_cpto|dbo|t791_te_cptos|f791_rowid
FK_t796_t791_2|dbo|t796_te_plantillas_movto|f796_rowid_cpto_impto|dbo|t791_te_cptos|f791_rowid
FK_t797_t010_1|dbo|t797_pers_carco_porc_fecha|f797_id_cia|dbo|t010_mm_companias|f010_id
FK_t801_t010_1|dbo|t801_mf_metodos|f801_id_cia|dbo|t010_mm_companias|f010_id
FK_t802_t010_1|dbo|t802_mf_tipos_tarifas|f802_id_cia|dbo|t010_mm_companias|f010_id
FK_t803_t010_1|dbo|t803_mf_grupos_costos|f803_id_cia|dbo|t010_mm_companias|f010_id
FK_t803_t801_1|dbo|t803_mf_grupos_costos|f803_id_cia|dbo|t801_mf_metodos|f801_id_cia
FK_t803_t801_1|dbo|t803_mf_grupos_costos|f803_id_metodo_lista_material|dbo|t801_mf_metodos|f801_id
FK_t803_t801_2|dbo|t803_mf_grupos_costos|f803_id_cia|dbo|t801_mf_metodos|f801_id_cia
FK_t803_t801_2|dbo|t803_mf_grupos_costos|f803_id_metodo_ruta|dbo|t801_mf_metodos|f801_id
FK_t804_t010_1|dbo|t804_mf_segmentos_costos|f804_id_cia|dbo|t010_mm_companias|f010_id
FK_t804_t804|dbo|t804_mf_segmentos_costos|f804_id_cia|dbo|t804_mf_segmentos_costos|f804_id_cia
FK_t804_t804|dbo|t804_mf_segmentos_costos|f804_id_segmento_acumula|dbo|t804_mf_segmentos_costos|f804_id
FK_t806_t010_1|dbo|t806_mf_centros_trabajo|f806_id_cia|dbo|t010_mm_companias|f010_id
FK_t806_t150_1|dbo|t806_mf_centros_trabajo|f806_rowid_bodega|dbo|t150_mc_bodegas|f150_rowid
FK_t806_t157|dbo|t806_mf_centros_trabajo|f806_id_cia|dbo|t157_mc_instalaciones|f157_id_cia
FK_t806_t157|dbo|t806_mf_centros_trabajo|f806_id_instalacion|dbo|t157_mc_instalaciones|f157_id
FK_t806_t200|dbo|t806_mf_centros_trabajo|f806_rowid_responsable|dbo|t200_mm_terceros|f200_rowid
FK_t806_t284|dbo|t806_mf_centros_trabajo|f806_rowid_ccosto|dbo|t284_co_ccosto|f284_rowid
FK_t807_t010_1|dbo|t807_mf_maquinas|f807_id_cia|dbo|t010_mm_companias|f010_id
FK_t807_t262|dbo|t807_mf_maquinas|f807_rowid_activo_fijo|dbo|t262_af_activos_fijos|f262_rowid
FK_t807_t806|dbo|t807_mf_maquinas|f807_rowid_ctrabajo|dbo|t806_mf_centros_trabajo|f806_rowid
FK_t808_t010_1|dbo|t808_mf_rutas|f808_id_cia|dbo|t010_mm_companias|f010_id
FK_t808_t157|dbo|t808_mf_rutas|f808_id_cia|dbo|t157_mc_instalaciones|f157_id_cia
FK_t808_t157|dbo|t808_mf_rutas|f808_id_instalacion|dbo|t157_mc_instalaciones|f157_id
FK_t809_t010_1|dbo|t809_mf_rutas_operacion|f809_id_cia|dbo|t010_mm_companias|f010_id
FK_t809_t103_1|dbo|t809_mf_rutas_operacion|f809_id_cia|dbo|t103_mc_descripciones_tecnicas|f103_id_cia
FK_t809_t103_1|dbo|t809_mf_rutas_operacion|f809_id_descripcion_tecnica|dbo|t103_mc_descripciones_tecnicas|f103_id
FK_t809_t121_1|dbo|t809_mf_rutas_operacion|f809_rowid_item_ext_externo|dbo|t121_mc_items_extensiones|f121_rowid
FK_t809_t744_1|dbo|t809_mf_rutas_operacion|f809_rowid_grupo_ent_muest|dbo|t744_mm_grupo_entidad|f744_rowid
FK_t809_t801_1|dbo|t809_mf_rutas_operacion|f809_id_cia|dbo|t801_mf_metodos|f801_id_cia
FK_t809_t801_1|dbo|t809_mf_rutas_operacion|f809_id_metodo|dbo|t801_mf_metodos|f801_id
FK_t809_t804_1|dbo|t809_mf_rutas_operacion|f809_id_cia|dbo|t804_mf_segmentos_costos|f804_id_cia
FK_t809_t804_1|dbo|t809_mf_rutas_operacion|f809_id_segmento_costo_externo|dbo|t804_mf_segmentos_costos|f804_id
FK_t809_t806_1|dbo|t809_mf_rutas_operacion|f809_rowid_ctrabajo|dbo|t806_mf_centros_trabajo|f806_rowid
FK_t809_t808_1|dbo|t809_mf_rutas_operacion|f809_rowid_rutas|dbo|t808_mf_rutas|f808_rowid
FK_t809_t822_1|dbo|t809_mf_rutas_operacion|f809_rowid_tabla_muestra|dbo|t822_mf_tabla_muestreo|f822_rowid
FK_t810_t010_1|dbo|t810_mf_rutas_operacion_instru|f810_id_cia|dbo|t010_mm_companias|f010_id
FK_t810_t104|dbo|t810_mf_rutas_operacion_instru|f810_rowid_campo|dbo|t104_mc_desc_tecnicas_campos|f104_rowid
FK_t810_t809_1|dbo|t810_mf_rutas_operacion_instru|f810_rowid_ruta_oper|dbo|t809_mf_rutas_operacion|f809_rowid
FK_t811_t010_1|dbo|t811_mf_rutas_operacion_piezas|f811_id_cia|dbo|t010_mm_companias|f010_id
FK_t811_t809_1|dbo|t811_mf_rutas_operacion_piezas|f811_rowid_rutas_operacion|dbo|t809_mf_rutas_operacion|f809_rowid
FK_t811_t818_1|dbo|t811_mf_rutas_operacion_piezas|f811_rowid_piezas|dbo|t818_mf_piezas|f818_rowid
FK_t813_t010_1|dbo|t813_mf_centro_trabajo_sustit|f813_id_cia|dbo|t010_mm_companias|f010_id
FK_t813_t806_1|dbo|t813_mf_centro_trabajo_sustit|f813_rowid_ctrabajo|dbo|t806_mf_centros_trabajo|f806_rowid
FK_t813_t806_2|dbo|t813_mf_centro_trabajo_sustit|f813_rowid_ctrabajo_sustituto|dbo|t806_mf_centros_trabajo|f806_rowid
FK_t814_t010_1|dbo|t814_mf_categoria_laboral|f814_id_cia|dbo|t010_mm_companias|f010_id
FK_t815_t010_1|dbo|t815_mf_empleados|f815_id_cia|dbo|t010_mm_companias|f010_id
FK_t815_t200_1|dbo|t815_mf_empleados|f815_rowid_tercero|dbo|t200_mm_terceros|f200_rowid
FK_t815_t7605_1|dbo|t815_mf_empleados|f815_rowid_perfil|dbo|t7605_cc_perfiles_inspeccion|f7605_rowid
FK_t815_t814_1|dbo|t815_mf_empleados|f815_rowid_categoria_laboral|dbo|t814_mf_categoria_laboral|f814_rowid
FK_t816_t010_1|dbo|t816_mf_labores|f816_id_cia|dbo|t010_mm_companias|f010_id
FK_t816_t806_1|dbo|t816_mf_labores|f816_rowid_ctrabajo|dbo|t806_mf_centros_trabajo|f806_rowid
FK_t817_t010_1|dbo|t817_mf_tarifas|f817_id_cia|dbo|t010_mm_companias|f010_id
FK_t817_t804_1|dbo|t817_mf_tarifas|f817_id_cia|dbo|t804_mf_segmentos_costos|f804_id_cia
FK_t817_t804_1|dbo|t817_mf_tarifas|f817_id_segmento_costo|dbo|t804_mf_segmentos_costos|f804_id
FK_t817_t806_1|dbo|t817_mf_tarifas|f817_rowid_ctrabajo|dbo|t806_mf_centros_trabajo|f806_rowid
FK_t817_t814_1|dbo|t817_mf_tarifas|f817_rowid_categoria_laboral|dbo|t814_mf_categoria_laboral|f814_rowid
FK_t817_t815_1|dbo|t817_mf_tarifas|f817_id_cia|dbo|t815_mf_empleados|f815_id_cia
FK_t817_t815_1|dbo|t817_mf_tarifas|f817_id_empleado|dbo|t815_mf_empleados|f815_id
FK_t817_t816_1|dbo|t817_mf_tarifas|f817_rowid_labor|dbo|t816_mf_labores|f816_rowid
FK_t818_t010_1|dbo|t818_mf_piezas|f818_id_cia|dbo|t010_mm_companias|f010_id
FK_t820_t010_1|dbo|t820_mf_lista_material|f820_id_cia|dbo|t010_mm_companias|f010_id
FK_t820_t121_1|dbo|t820_mf_lista_material|f820_rowid_item_ext|dbo|t121_mc_items_extensiones|f121_rowid
FK_t820_t121_2|dbo|t820_mf_lista_material|f820_rowid_item_ext_hijo|dbo|t121_mc_items_extensiones|f121_rowid
FK_t820_t121_3|dbo|t820_mf_lista_material|f820_rowid_item_ext_comp|dbo|t121_mc_items_extensiones|f121_rowid
FK_t820_t135_1|dbo|t820_mf_lista_material|f820_id_cia|dbo|t135_mc_items_instalacion_key|f135_id_cia
FK_t820_t135_1|dbo|t820_mf_lista_material|f820_rowid_item_ext|dbo|t135_mc_items_instalacion_key|f135_rowid_item_ext
FK_t820_t135_1|dbo|t820_mf_lista_material|f820_id_instalacion|dbo|t135_mc_items_instalacion_key|f135_id_instalacion
FK_t820_t150_1|dbo|t820_mf_lista_material|f820_rowid_bodega|dbo|t150_mc_bodegas|f150_rowid
FK_t820_t157_1|dbo|t820_mf_lista_material|f820_id_cia|dbo|t157_mc_instalaciones|f157_id_cia
FK_t820_t157_1|dbo|t820_mf_lista_material|f820_id_instalacion|dbo|t157_mc_instalaciones|f157_id
FK_t820_t801_1|dbo|t820_mf_lista_material|f820_id_cia|dbo|t801_mf_metodos|f801_id_cia
FK_t820_t801_1|dbo|t820_mf_lista_material|f820_id_metodo|dbo|t801_mf_metodos|f801_id
FK_t820_t809_1|dbo|t820_mf_lista_material|f820_rowid_ruta_oper|dbo|t809_mf_rutas_operacion|f809_rowid
FK_t821_t010_1|dbo|t821_mf_bodegas_entregas|f821_id_cia|dbo|t010_mm_companias|f010_id
FK_t821_t150_1|dbo|t821_mf_bodegas_entregas|f821_rowid_bodega_entrega|dbo|t150_mc_bodegas|f150_rowid
FK_t821_t150_2|dbo|t821_mf_bodegas_entregas|f821_rowid_bodega_equivalente|dbo|t150_mc_bodegas|f150_rowid
FK_t822_t010_1|dbo|t822_mf_tabla_muestreo|f822_id_cia|dbo|t010_mm_companias|f010_id
FK_t823_t010_1|dbo|t823_mf_tabla_muestra_rangos|f823_id_cia|dbo|t010_mm_companias|f010_id
FK_t823_t822_1|dbo|t823_mf_tabla_muestra_rangos|f823_rowid_tabla|dbo|t822_mf_tabla_muestreo|f822_rowid
FK_t830_t010_1|dbo|t830_mf_periodos_mrp|f830_id_cia|dbo|t010_mm_companias|f010_id
FK_t831_t010_1|dbo|t831_mf_periodos_mrp_dias|f831_id_cia|dbo|t010_mm_companias|f010_id
FK_t831_t830|dbo|t831_mf_periodos_mrp_dias|f831_id_cia|dbo|t830_mf_periodos_mrp|f830_id_cia
FK_t831_t830|dbo|t831_mf_periodos_mrp_dias|f831_id|dbo|t830_mf_periodos_mrp|f830_id
FK_t833_t010_1|dbo|t833_mf_material_requerido|f833_id_cia|dbo|t010_mm_companias|f010_id
FK_t833_t121_1|dbo|t833_mf_material_requerido|f833_rowid_item_ext|dbo|t121_mc_items_extensiones|f121_rowid
FK_t833_t121_2|dbo|t833_mf_material_requerido|f833_rowid_item_ext_padre|dbo|t121_mc_items_extensiones|f121_rowid
FK_t833_t135_1|dbo|t833_mf_material_requerido|f833_id_cia|dbo|t135_mc_items_instalacion_key|f135_id_cia
FK_t833_t135_1|dbo|t833_mf_material_requerido|f833_rowid_item_ext|dbo|t135_mc_items_instalacion_key|f135_rowid_item_ext
FK_t833_t135_1|dbo|t833_mf_material_requerido|f833_id_instalacion|dbo|t135_mc_items_instalacion_key|f135_id_instalacion
FK_t833_t150_1|dbo|t833_mf_material_requerido|f833_rowid_bodega|dbo|t150_mc_bodegas|f150_rowid
FK_t833_t157_1|dbo|t833_mf_material_requerido|f833_id_cia|dbo|t157_mc_instalaciones|f157_id_cia
FK_t833_t157_1|dbo|t833_mf_material_requerido|f833_id_instalacion|dbo|t157_mc_instalaciones|f157_id
FK_t833_t431_1|dbo|t833_mf_material_requerido|f833_rowid_pv_movto|dbo|t431_cm_pv_movto|f431_rowid
FK_t833_t834_1|dbo|t833_mf_material_requerido|f833_rowid_orden_planeada|dbo|t834_mf_ordenes_planeadas|f834_rowid
FK_t833_t851_1|dbo|t833_mf_material_requerido|f833_rowid_op_docto_item|dbo|t851_mf_op_docto_item|f851_rowid
FK_t834_t010_1|dbo|t834_mf_ordenes_planeadas|f834_id_cia|dbo|t010_mm_companias|f010_id
FK_t834_t121_1|dbo|t834_mf_ordenes_planeadas|f834_rowid_item_ext|dbo|t121_mc_items_extensiones|f121_rowid
FK_t834_t135_1|dbo|t834_mf_ordenes_planeadas|f834_id_cia|dbo|t135_mc_items_instalacion_key|f135_id_cia
FK_t834_t135_1|dbo|t834_mf_ordenes_planeadas|f834_rowid_item_ext|dbo|t135_mc_items_instalacion_key|f135_rowid_item_ext
FK_t834_t135_1|dbo|t834_mf_ordenes_planeadas|f834_id_instalacion|dbo|t135_mc_items_instalacion_key|f135_id_instalacion
FK_t834_t150_1|dbo|t834_mf_ordenes_planeadas|f834_rowid_bodega|dbo|t150_mc_bodegas|f150_rowid
FK_t834_t157_1|dbo|t834_mf_ordenes_planeadas|f834_id_cia|dbo|t157_mc_instalaciones|f157_id_cia
FK_t834_t157_1|dbo|t834_mf_ordenes_planeadas|f834_id_instalacion|dbo|t157_mc_instalaciones|f157_id
