FK_NAME|FK_SCHEMA|FK_TABLE|FK_COLUMN|PK_SCHEMA|PK_TABLE|PK_COLUMN
-------|---------|--------|---------|---------|--------|---------
FK_App_Log_Events_App_Log_Type_Events|dbo|App_Log_Events|Code_Type_Event|dbo|App_Log_Type_Events|Code
FK_App_Widget_App_Widget_Group|dbo|App_Widget|Id_Group|dbo|App_Widget_Group|Id
FK_ArchivosAdjuntosMaestros_id_Sys_Entidades|dbo|ArchivosAdjuntosMaestros|id_Sys_Entidades|dbo|sys_Entidades|id
FK_AspNetAccessByRecord_App_Entities|dbo|AspNetAccessByRecord|Id_MasterEntity|dbo|App_Entities|Id
FK_AspNetAccessByRecord_AspNetRoles|dbo|AspNetAccessByRecord|Id_Role|dbo|AspNetRoles|Id
FK_AspNetAccessByRecord_Privigeles_AspNetAccessByRecord|dbo|AspNetAccessByRecord_Privigeles|Id_AspNetAccessByRecord|dbo|AspNetAccessByRecord|Id
FK_AspNetRoleClaims_AspNetRoles_RoleId|dbo|AspNetRoleClaims|RoleId|dbo|AspNetRoles|Id
FK_AspNetUserClaims_AspNetUsers_UserId|dbo|AspNetUserClaims|UserId|dbo|AspNetUsers|Id
FK_AspNetUserLogins_AspNetUsers_UserId|dbo|AspNetUserLogins|UserId|dbo|AspNetUsers|Id
FK_AspNetUserRoles_AspNetRoles_RoleId|dbo|AspNetUserRoles|RoleId|dbo|AspNetRoles|Id
FK_AspNetUserRoles_AspNetUsers_UserId|dbo|AspNetUserRoles|UserId|dbo|AspNetUsers|Id
FK_DocumentosRelacionAdjuntos_id_Archivosadjuntos|dbo|DocumentosRelacionAdjuntos|id_Archivosadjuntos|dbo|ArchivosAdjuntos|Id
FK_DocumentosRelacionAdjuntos_Id_entidades|dbo|DocumentosRelacionAdjuntos|Id_entidades|dbo|Entidades|Id
FK_t0000_t028_1|dbo|t0000_doc_procesos|f0000_clase_docto|dbo|t028_mm_clases_documento|f028_id
FK_t0001_t0000_1|dbo|t0001_doc_proceso_tablas|f0001_id_proceso|dbo|t0000_doc_procesos|f0000_id_proceso
FK_t004_t0011_1|dbo|t004_pp_pref_usuario|f004_id_cultura|dbo|t0011_pp_culturas|f0011_id
FK_t004_t010_1|dbo|t004_pp_pref_usuario|f004_id_cia_ultimo|dbo|t010_mm_companias|f010_id
FK_t004_t545_1|dbo|t004_pp_pref_usuario|f004_id_grupo_menu_ultimo|dbo|t545_mn_grupos_menu|f545_id
FK_t004_t552_1|dbo|t004_pp_pref_usuario|f004_rowid_usuario|dbo|t552_ss_usuarios|f552_rowid
FK_t0053_t003_1|dbo|t0053_pp_cfg_apariencia|f0053_id_modulo|dbo|t003_pp_modulos|f003_id
FK_t007_t006_1|dbo|t007_mm_automatizacion_proceso|f007_id_param_automatizacion|dbo|t006_pp_param_automatizacion|f006_id
FK_t007_t010_1|dbo|t007_mm_automatizacion_proceso|f007_id_cia|dbo|t010_mm_companias|f010_id
FK_t007_t021_1|dbo|t007_mm_automatizacion_proceso|f007_id_cia|dbo|t021_mm_tipos_documentos|f021_id_cia
FK_t007_t021_1|dbo|t007_mm_automatizacion_proceso|f007_id_tipo_docto|dbo|t021_mm_tipos_documentos|f021_id
FK_t008_t007_1|dbo|t008_mm_automatizacion_valores|f008_id_cia|dbo|t007_mm_automatizacion_proceso|f007_id_cia
FK_t008_t007_1|dbo|t008_mm_automatizacion_valores|f008_id_automatizacion_proceso|dbo|t007_mm_automatizacion_proceso|f007_id
FK_t008_t010_1|dbo|t008_mm_automatizacion_valores|f008_id_cia|dbo|t010_mm_companias|f010_id
FK_t010_t017_3|dbo|t010_mm_companias|f010_id|dbo|t017_mm_monedas|f017_id_cia
FK_t010_t017_3|dbo|t010_mm_companias|f010_id_moneda_rx|dbo|t017_mm_monedas|f017_id
FK_t010_t145_1|dbo|t010_mm_companias|f010_id_concepto_ppago_gastos|dbo|t145_mc_conceptos|f145_id
FK_t010_t146_1|dbo|t010_mm_companias|f010_id|dbo|t146_mc_motivos|f146_id_cia
FK_t010_t146_1|dbo|t010_mm_companias|f010_id_concepto_ppago_gastos|dbo|t146_mc_motivos|f146_id_concepto
FK_t010_t146_1|dbo|t010_mm_companias|f010_id_motivo_ppago_gastos_fn|dbo|t146_mc_motivos|f146_id
FK_t010_t240_1|dbo|t010_mm_companias|f010_id_plan_rubro_ppto|dbo|t240_co_planes_rubros_ppto|f240_id
FK_t010_t253_1|dbo|t010_mm_companias|f010_rowid_aux_desc_comp2|dbo|t253_co_auxiliares|f253_rowid
FK_t010_t253_2|dbo|t010_mm_companias|f010_rowid_aux_desc_vtas2|dbo|t253_co_auxiliares|f253_rowid
FK_t010_t253_3|dbo|t010_mm_companias|f010_rowid_aux_ingres_comp2|dbo|t253_co_auxiliares|f253_rowid
FK_t010_t253_6|dbo|t010_mm_companias|f010_rowid_aux_dif_compras_nd|dbo|t253_co_auxiliares|f253_rowid
FK_t010_t274_1|dbo|t010_mm_companias|f010_rowid_fe_generico|dbo|t274_co_fe_conceptos|f274_rowid
FK_t010_t284_1|dbo|t010_mm_companias|f010_rowid_ccosto_desc_compras|dbo|t284_co_ccosto|f284_rowid
FK_t010_t284_2|dbo|t010_mm_companias|f010_rowid_ccosto_desc_comp2|dbo|t284_co_ccosto|f284_rowid
FK_t010_t284_3|dbo|t010_mm_companias|f010_rowid_ccosto_ingres_comp2|dbo|t284_co_ccosto|f284_rowid
FK_t010_t284_4|dbo|t010_mm_companias|f010_rowid_ccosto_desc_vtas2|dbo|t284_co_ccosto|f284_rowid
FK_t010_t284_5|dbo|t010_mm_companias|f010_rowid_ccosto_dif_comp_nd|dbo|t284_co_ccosto|f284_rowid
FK_t010_t293_1|dbo|t010_mm_companias|f010_id|dbo|t293_co_plan_presupuestal|f293_id_cia
FK_t010_t293_1|dbo|t010_mm_companias|f010_id_plan_ppto_oc|dbo|t293_co_plan_presupuestal|f293_id
FK_t012_t011|dbo|t012_mm_deptos|f012_id_pais|dbo|t011_mm_paises|f011_id
FK_t013_t012|dbo|t013_mm_ciudades|f013_id_pais|dbo|t012_mm_deptos|f012_id_pais
FK_t013_t012|dbo|t013_mm_ciudades|f013_id_depto|dbo|t012_mm_deptos|f012_id
FK_t014_t013|dbo|t014_mm_barrios|f014_id_pais|dbo|t013_mm_ciudades|f013_id_pais
FK_t014_t013|dbo|t014_mm_barrios|f014_id_depto|dbo|t013_mm_ciudades|f013_id_depto
FK_t014_t013|dbo|t014_mm_barrios|f014_id_ciudad|dbo|t013_mm_ciudades|f013_id
FK_t015_t011|dbo|t015_mm_contactos|f015_id_pais|dbo|t011_mm_paises|f011_id
FK_t015_t012|dbo|t015_mm_contactos|f015_id_pais|dbo|t012_mm_deptos|f012_id_pais
FK_t015_t012|dbo|t015_mm_contactos|f015_id_depto|dbo|t012_mm_deptos|f012_id
FK_t015_t013|dbo|t015_mm_contactos|f015_id_pais|dbo|t013_mm_ciudades|f013_id_pais
FK_t015_t013|dbo|t015_mm_contactos|f015_id_depto|dbo|t013_mm_ciudades|f013_id_depto
FK_t015_t013|dbo|t015_mm_contactos|f015_id_ciudad|dbo|t013_mm_ciudades|f013_id
FK_t015_t014|dbo|t015_mm_contactos|f015_id_pais|dbo|t014_mm_barrios|f014_id_pais
FK_t015_t014|dbo|t015_mm_contactos|f015_id_depto|dbo|t014_mm_barrios|f014_id_depto
FK_t015_t014|dbo|t015_mm_contactos|f015_id_ciudad|dbo|t014_mm_barrios|f014_id_ciudad
FK_t015_t014|dbo|t015_mm_contactos|f015_id_barrio|dbo|t014_mm_barrios|f014_id
FK_t015_t0153_1|dbo|t015_mm_contactos|f015_rowid_dir3|dbo|t0153_mm_direccion3|f0153_rowid
FK_t0152_t0151_1|dbo|t0152_mm_direccion2|f0152_rowid_dir1|dbo|t0151_mm_direccion1|f0151_rowid
FK_t0153_t010_1|dbo|t0153_mm_direccion3|f0153_id_cia|dbo|t010_mm_companias|f010_id
FK_t0153_t011_1|dbo|t0153_mm_direccion3|f0153_id_pais|dbo|t011_mm_paises|f011_id
FK_t0153_t012_1|dbo|t0153_mm_direccion3|f0153_id_pais|dbo|t012_mm_deptos|f012_id_pais
FK_t0153_t012_1|dbo|t0153_mm_direccion3|f0153_id_depto|dbo|t012_mm_deptos|f012_id
FK_t0153_t013_1|dbo|t0153_mm_direccion3|f0153_id_pais|dbo|t013_mm_ciudades|f013_id_pais
FK_t0153_t013_1|dbo|t0153_mm_direccion3|f0153_id_depto|dbo|t013_mm_ciudades|f013_id_depto
FK_t0153_t013_1|dbo|t0153_mm_direccion3|f0153_id_ciudad|dbo|t013_mm_ciudades|f013_id
FK_t0154_t0151_1|dbo|t0154_mm_direccion3_etiq|f0154_rowid_dir1|dbo|t0151_mm_direccion1|f0151_rowid
FK_t0154_t0153_1|dbo|t0154_mm_direccion3_etiq|f0154_rowid_dir3|dbo|t0153_mm_direccion3|f0153_rowid
FK_t0158_t034_1|dbo|t0158_mm_otros_contac_clases|f0158_id_grupo_clase_docto|dbo|t034_mm_grupos_clases_docto|f034_id
FK_t017_t010_1|dbo|t017_mm_monedas|f017_id_cia|dbo|t010_mm_companias|f010_id
FK_t0171_t010_1|dbo|t0171_mm_tipos_cambio|f0171_id_cia|dbo|t010_mm_companias|f010_id
FK_t018_t017_1|dbo|t018_mm_tasas_cambio|f018_id_cia|dbo|t017_mm_monedas|f017_id_cia
FK_t018_t017_1|dbo|t018_mm_tasas_cambio|f018_id_moneda|dbo|t017_mm_monedas|f017_id
FK_t018_t0171_1|dbo|t018_mm_tasas_cambio|f018_id_cia|dbo|t0171_mm_tipos_cambio|f0171_id_cia
FK_t018_t0171_1|dbo|t018_mm_tasas_cambio|f018_id_tipo_cambio|dbo|t0171_mm_tipos_cambio|f0171_id
FK_t0181_t010_1|dbo|t0181_mm_tipos_cambio_clases|f0181_id_cia|dbo|t010_mm_companias|f010_id
FK_t0181_t0171_1|dbo|t0181_mm_tipos_cambio_clases|f0181_id_cia|dbo|t0171_mm_tipos_cambio|f0171_id_cia
FK_t0181_t0171_1|dbo|t0181_mm_tipos_cambio_clases|f0181_id_tipo_cambio|dbo|t0171_mm_tipos_cambio|f0171_id
FK_t0181_t028_1|dbo|t0181_mm_tipos_cambio_clases|f0181_id_clase_docto|dbo|t028_mm_clases_documento|f028_id
FK_t019_t010_1|dbo|t019_mm_cias_consolidadoras|f019_id_cia_consolidada|dbo|t010_mm_companias|f010_id
FK_t020_t010_1|dbo|t020_mm_flias_documentos|f020_id_cia|dbo|t010_mm_companias|f010_id
FK_t0201_t005_1|dbo|t0201_mm_parametros_fact_elect|f0201_id_certificador_fiscal|dbo|t005_pp_certificador_fiscal|f005_id
FK_t0201_t010_1|dbo|t0201_mm_parametros_fact_elect|f0201_id_cia|dbo|t010_mm_companias|f010_id
FK_t0202_t0201_01|dbo|t0202_mm_imp_fiscal_config|f0202_id_cia|dbo|t0201_mm_parametros_fact_elect|f0201_id_cia
FK_t0202_t0201_01|dbo|t0202_mm_imp_fiscal_config|f0202_id_params_fact_elect|dbo|t0201_mm_parametros_fact_elect|f0201_id
FK_t021_t010_1|dbo|t021_mm_tipos_documentos|f021_id_cia|dbo|t010_mm_companias|f010_id
FK_t021_t020|dbo|t021_mm_tipos_documentos|f021_id_cia|dbo|t020_mm_flias_documentos|f020_id_cia
FK_t021_t020|dbo|t021_mm_tipos_documentos|f021_id_flia_docto|dbo|t020_mm_flias_documentos|f020_id
FK_t021_t0201_1|dbo|t021_mm_tipos_documentos|f021_id_cia|dbo|t0201_mm_parametros_fact_elect|f0201_id_cia
FK_t021_t0201_1|dbo|t021_mm_tipos_documentos|f021_id_fact_elect|dbo|t0201_mm_parametros_fact_elect|f0201_id
FK_t021_t136_1|dbo|t021_mm_tipos_documentos|f021_id_cia|dbo|t136_mc_portafolio|f136_id_cia
FK_t021_t136_1|dbo|t021_mm_tipos_documentos|f021_id_portafolio|dbo|t136_mc_portafolio|f136_id
FK_t021_t203|dbo|t021_mm_tipos_documentos|f021_id_cia|dbo|t203_mm_tipo_ident|f203_id_cia
FK_t021_t203|dbo|t021_mm_tipos_documentos|f021_id_tipo_ident|dbo|t203_mm_tipo_ident|f203_id
FK_t022_t021|dbo|t022_mm_consecutivos|f022_id_cia|dbo|t021_mm_tipos_documentos|f021_id_cia
FK_t022_t021|dbo|t022_mm_consecutivos|f022_id_tipo_docto|dbo|t021_mm_tipos_documentos|f021_id
FK_t022_t285|dbo|t022_mm_consecutivos|f022_id_cia|dbo|t285_co_centro_op|f285_id_cia
FK_t022_t285|dbo|t022_mm_consecutivos|f022_id_co|dbo|t285_co_centro_op|f285_id
FK_t0221_t010_1|dbo|t0221_mm_consec_historia|f0221_id_cia|dbo|t010_mm_companias|f010_id
FK_t0221_t021_1|dbo|t0221_mm_consec_historia|f0221_id_cia|dbo|t021_mm_tipos_documentos|f021_id_cia
FK_t0221_t021_1|dbo|t0221_mm_consec_historia|f0221_id_tipo_docto|dbo|t021_mm_tipos_documentos|f021_id
FK_t0221_t022_1|dbo|t0221_mm_consec_historia|f0221_id_cia|dbo|t022_mm_consecutivos|f022_id_cia
FK_t0221_t022_1|dbo|t0221_mm_consec_historia|f0221_id_co|dbo|t022_mm_consecutivos|f022_id_co
FK_t0221_t022_1|dbo|t0221_mm_consec_historia|f0221_id_tipo_docto|dbo|t022_mm_consecutivos|f022_id_tipo_docto
FK_t0221_t285_1|dbo|t0221_mm_consec_historia|f0221_id_cia|dbo|t285_co_centro_op|f285_id_cia
FK_t0221_t285_1|dbo|t0221_mm_consec_historia|f0221_id_co|dbo|t285_co_centro_op|f285_id
FK_t0222_t010_1|dbo|t0222_mm_consecutivo_periodo|f0222_id_cia|dbo|t010_mm_companias|f010_id
FK_t0222_t021_1|dbo|t0222_mm_consecutivo_periodo|f0222_id_cia|dbo|t021_mm_tipos_documentos|f021_id_cia
FK_t0222_t021_1|dbo|t0222_mm_consecutivo_periodo|f0222_id_tipo_docto|dbo|t021_mm_tipos_documentos|f021_id
FK_t0222_t024_1|dbo|t0222_mm_consecutivo_periodo|f0222_id_cia|dbo|t024_mm_periodos|f024_id_cia
FK_t0222_t024_1|dbo|t0222_mm_consecutivo_periodo|f0222_id_periodo|dbo|t024_mm_periodos|f024_id
FK_t0222_t285_1|dbo|t0222_mm_consecutivo_periodo|f0222_id_cia|dbo|t285_co_centro_op|f285_id_cia
FK_t0222_t285_1|dbo|t0222_mm_consecutivo_periodo|f0222_id_co|dbo|t285_co_centro_op|f285_id
FK_t0223_t010_1|dbo|t0223_mm_consec_res_int|f0223_id_cia|dbo|t010_mm_companias|f010_id
FK_t0223_t021_1|dbo|t0223_mm_consec_res_int|f0223_id_cia|dbo|t021_mm_tipos_documentos|f021_id_cia
FK_t0223_t021_1|dbo|t0223_mm_consec_res_int|f0223_id_tipo_docto|dbo|t021_mm_tipos_documentos|f021_id
FK_t0223_t285_1|dbo|t0223_mm_consec_res_int|f0223_id_cia|dbo|t285_co_centro_op|f285_id_cia
FK_t0223_t285_1|dbo|t0223_mm_consec_res_int|f0223_id_co|dbo|t285_co_centro_op|f285_id
FK_t0223_t9750_1|dbo|t0223_mm_consec_res_int|f0223_id_tpv|dbo|t9750_pdv_tpv|f9750_rowid
FK_t0224_t010_1|dbo|t0224_mm_consec_res_int_hist|f0224_id_cia|dbo|t010_mm_companias|f010_id
FK_t0224_t021_1|dbo|t0224_mm_consec_res_int_hist|f0224_id_cia|dbo|t021_mm_tipos_documentos|f021_id_cia
FK_t0224_t021_1|dbo|t0224_mm_consec_res_int_hist|f0224_id_tipo_docto|dbo|t021_mm_tipos_documentos|f021_id
FK_t0224_t285_1|dbo|t0224_mm_consec_res_int_hist|f0224_id_cia|dbo|t285_co_centro_op|f285_id_cia
FK_t0224_t285_1|dbo|t0224_mm_consec_res_int_hist|f0224_id_co|dbo|t285_co_centro_op|f285_id
FK_t0224_t9750_1|dbo|t0224_mm_consec_res_int_hist|f0224_rowid_tpv|dbo|t9750_pdv_tpv|f9750_rowid
FK_t023_t034|dbo|t023_mm_transiciones_estados|f023_id_grupo_clase_docto|dbo|t034_mm_grupos_clases_docto|f034_id
FK_t023_t054_1|dbo|t023_mm_transiciones_estados|f023_id_grupo_clase_docto|dbo|t054_mm_estados|f054_id_grupo_clase_docto
FK_t023_t054_1|dbo|t023_mm_transiciones_estados|f023_id_estado_desde|dbo|t054_mm_estados|f054_id
FK_t023_t054_2|dbo|t023_mm_transiciones_estados|f023_id_grupo_clase_docto|dbo|t054_mm_estados|f054_id_grupo_clase_docto
FK_t023_t054_2|dbo|t023_mm_transiciones_estados|f023_id_estado_hasta|dbo|t054_mm_estados|f054_id
FK_t024_t010_1|dbo|t024_mm_periodos|f024_id_cia|dbo|t010_mm_companias|f010_id
FK_t025_t010_1|dbo|t025_mm_medios_pago|f025_id_cia|dbo|t010_mm_companias|f010_id
FK_t025_t026|dbo|t025_mm_medios_pago|f025_id_cia|dbo|t026_mm_cuentas_bancarias|f026_id_cia
FK_t025_t026|dbo|t025_mm_medios_pago|f025_id_cuenta_bancaria|dbo|t026_mm_cuentas_bancarias|f026_id
FK_t025_t113_1|dbo|t025_mm_medios_pago|f025_id_cia|dbo|t113_mc_grupos_impositivos|f113_id_cia
FK_t025_t113_1|dbo|t025_mm_medios_pago|f025_id_grupo_impositivo|dbo|t113_mc_grupos_impositivos|f113_id
FK_t025_t253_1|dbo|t025_mm_medios_pago|f025_rowid_auxiliar_comision|dbo|t253_co_auxiliares|f253_rowid
FK_t025_t284_1|dbo|t025_mm_medios_pago|f025_rowid_ccosto_comision|dbo|t284_co_ccosto|f284_rowid
FK_t0251_t010_1|dbo|t0251_mm_medios_pago_liquida|f0251_id_cia|dbo|t010_mm_companias|f010_id
FK_t0251_t025_1|dbo|t0251_mm_medios_pago_liquida|f0251_id_cia|dbo|t025_mm_medios_pago|f025_id_cia
FK_t0251_t025_1|dbo|t0251_mm_medios_pago_liquida|f0251_id_medio_pago|dbo|t025_mm_medios_pago|f025_id
FK_t0251_t026_1|dbo|t0251_mm_medios_pago_liquida|f0251_id_cia|dbo|t026_mm_cuentas_bancarias|f026_id_cia
FK_t0251_t026_1|dbo|t0251_mm_medios_pago_liquida|f0251_id_cta_bancaria|dbo|t026_mm_cuentas_bancarias|f026_id
FK_t0251_t285_1|dbo|t0251_mm_medios_pago_liquida|f0251_id_cia|dbo|t285_co_centro_op|f285_id_cia
FK_t0251_t285_1|dbo|t0251_mm_medios_pago_liquida|f0251_id_co|dbo|t285_co_centro_op|f285_id
FK_t0251_t291_1|dbo|t0251_mm_medios_pago_liquida|f0251_id_cia|dbo|t291_co_cajas|f291_id_cia
FK_t0251_t291_1|dbo|t0251_mm_medios_pago_liquida|f0251_id_co|dbo|t291_co_cajas|f291_id_co
FK_t0251_t291_1|dbo|t0251_mm_medios_pago_liquida|f0251_id_caja|dbo|t291_co_cajas|f291_id
FK_t0252_t010_1|dbo|t0252_mm_grupo_medios_pago|f0252_id_cia|dbo|t010_mm_companias|f010_id
FK_t0253_t010_1|dbo|t0253_mm_grupo_medios_detalle|f0253_id_cia|dbo|t010_mm_companias|f010_id
FK_t0253_t025_1|dbo|t0253_mm_grupo_medios_detalle|f0253_id_cia|dbo|t025_mm_medios_pago|f025_id_cia
FK_t0253_t025_1|dbo|t0253_mm_grupo_medios_detalle|f0253_id_medio_pago|dbo|t025_mm_medios_pago|f025_id
FK_t0253_t0252_1|dbo|t0253_mm_grupo_medios_detalle|f0253_rowid_grupo_mp|dbo|t0252_mm_grupo_medios_pago|f0252_rowid
FK_t026_t010_1|dbo|t026_mm_cuentas_bancarias|f026_id_cia|dbo|t010_mm_companias|f010_id
FK_t026_t016|dbo|t026_mm_cuentas_bancarias|f026_id_banco|dbo|t016_mm_bancos|f016_id
FK_t026_t040_1|dbo|t026_mm_cuentas_bancarias|f026_id_cia|dbo|t040_mm_llaves_retencion|f040_id_cia
FK_t026_t040_1|dbo|t026_mm_cuentas_bancarias|f026_id_llave_ret_gmf|dbo|t040_mm_llaves_retencion|f040_id
FK_t026_t253_1|dbo|t026_mm_cuentas_bancarias|f026_rowid_aux_bancos|dbo|t253_co_auxiliares|f253_rowid
FK_t026_t630|dbo|t026_mm_cuentas_bancarias|f026_id_pe_formato|dbo|t630_pe_formatos|f630_id
FK_t026_t650|dbo|t026_mm_cuentas_bancarias|f026_id_formato_extracto|dbo|t650_ft_extracto|f650_id_nombre
FK_t0261_t010_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_cia|dbo|t010_mm_companias|f010_id
FK_t0261_t021_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_cia|dbo|t021_mm_tipos_documentos|f021_id_cia
FK_t0261_t021_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_tipo_docto|dbo|t021_mm_tipos_documentos|f021_id
FK_t0261_t025_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_cia|dbo|t025_mm_medios_pago|f025_id_cia
FK_t0261_t025_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_medio_pago|dbo|t025_mm_medios_pago|f025_id
FK_t0261_t026_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_cia|dbo|t026_mm_cuentas_bancarias|f026_id_cia
FK_t0261_t026_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_cuenta_bancaria|dbo|t026_mm_cuentas_bancarias|f026_id
FK_t0261_t200_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_rowid_tercero_cobrador|dbo|t200_mm_terceros|f200_rowid
FK_t0261_t200_2|dbo|t0261_mm_cuentas_bancaria_pate|f0261_rowid_tercero|dbo|t200_mm_terceros|f200_rowid
FK_t0261_t201_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_rowid_tercero|dbo|t201_mm_clientes|f201_rowid_tercero
FK_t0261_t201_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_sucursal_cli|dbo|t201_mm_clientes|f201_id_sucursal
FK_t0261_t253_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_rowid_auxiliar_ant|dbo|t253_co_auxiliares|f253_rowid
FK_t0261_t281_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_cia|dbo|t281_co_unidades_negocio|f281_id_cia
FK_t0261_t281_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_un_ant|dbo|t281_co_unidades_negocio|f281_id
FK_t0261_t284_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_rowid_ccosto_ant|dbo|t284_co_ccosto|f284_rowid
FK_t0261_t284_2|dbo|t0261_mm_cuentas_bancaria_pate|f0261_rowid_ccosto_banco|dbo|t284_co_ccosto|f284_rowid
FK_t0261_t285_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_cia|dbo|t285_co_centro_op|f285_id_cia
FK_t0261_t285_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_co|dbo|t285_co_centro_op|f285_id
FK_t0261_t291_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_cia|dbo|t291_co_cajas|f291_id_cia
FK_t0261_t291_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_co|dbo|t291_co_cajas|f291_id_co
FK_t0261_t291_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_caja|dbo|t291_co_cajas|f291_id
FK_t0261_t625_1|dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_fmto_pate|dbo|t625_co_formato_pate|f625_id
FK_t0262_t010_1|dbo|t0262_mm_cuentas_banc_aux_sa|f0262_id_cia|dbo|t010_mm_companias|f010_id
FK_t0262_t026_1|dbo|t0262_mm_cuentas_banc_aux_sa|f0262_id_cia|dbo|t026_mm_cuentas_bancarias|f026_id_cia
FK_t0262_t026_1|dbo|t0262_mm_cuentas_banc_aux_sa|f0262_id_cta_bancaria|dbo|t026_mm_cuentas_bancarias|f026_id
FK_t0262_t253_1|dbo|t0262_mm_cuentas_banc_aux_sa|f0262_rowid_auxiliar_cxp|dbo|t253_co_auxiliares|f253_rowid
FK_t028_t003|dbo|t028_mm_clases_documento|f028_id_modulo|dbo|t003_pp_modulos|f003_id
FK_t028_t034|dbo|t028_mm_clases_documento|f028_id_grupo_clase_docto|dbo|t034_mm_grupos_clases_docto|f034_id
FK_t028_t145|dbo|t028_mm_clases_documento|f028_id_concepto|dbo|t145_mc_conceptos|f145_id
FK_t028_t147|dbo|t028_mm_clases_documento|f028_id_modulo|dbo|t147_mc_tipo_relacion_doctos|f147_id_modulo
FK_t028_t147|dbo|t028_mm_clases_documento|f028_id_tipo_relacion|dbo|t147_mc_tipo_relacion_doctos|f147_id
FK_t0281_t0011_1|dbo|t0281_mm_clases_documento_cu|f0281_id_cultura|dbo|t0011_pp_culturas|f0011_id
FK_t0281_t028_1|dbo|t0281_mm_clases_documento_cu|f0281_id_clase_docto|dbo|t028_mm_clases_documento|f028_id
FK_t029_t010_1|dbo|t029_mm_clases_tipos_documento|f029_id_cia|dbo|t010_mm_companias|f010_id
FK_t029_t021|dbo|t029_mm_clases_tipos_documento|f029_id_cia|dbo|t021_mm_tipos_documentos|f021_id_cia
FK_t029_t021|dbo|t029_mm_clases_tipos_documento|f029_id_tipo_docto|dbo|t021_mm_tipos_documentos|f021_id
FK_t029_t028|dbo|t029_mm_clases_tipos_documento|f029_id_clase_docto|dbo|t028_mm_clases_documento|f028_id
FK_t030_t010_1|dbo|t030_mm_firmas|f030_id_cia|dbo|t010_mm_companias|f010_id
FK_t031_t010_1|dbo|t031_mm_firmas_aprobaciones|f031_id_cia|dbo|t010_mm_companias|f010_id
FK_t031_t028|dbo|t031_mm_firmas_aprobaciones|f031_id_clase_documento|dbo|t028_mm_clases_documento|f028_id
FK_t031_t030|dbo|t031_mm_firmas_aprobaciones|f031_id_cia|dbo|t030_mm_firmas|f030_id_cia
FK_t031_t030|dbo|t031_mm_firmas_aprobaciones|f031_id_firma|dbo|t030_mm_firmas|f030_id
FK_t032_t016_1|dbo|t032_mm_trans_bancarias|f032_id_banco|dbo|t016_mm_bancos|f016_id
FK_t033_t010_1|dbo|t033_mm_cnta_bancaria_trans|f033_id_cia|dbo|t010_mm_companias|f010_id
FK_t033_t016_1|dbo|t033_mm_cnta_bancaria_trans|f033_id_banco|dbo|t016_mm_bancos|f016_id
FK_t033_t026_1|dbo|t033_mm_cnta_bancaria_trans|f033_id_cia|dbo|t026_mm_cuentas_bancarias|f026_id_cia
FK_t033_t026_1|dbo|t033_mm_cnta_bancaria_trans|f033_id_cuenta_bancaria|dbo|t026_mm_cuentas_bancarias|f026_id
FK_t033_t032_1|dbo|t033_mm_cnta_bancaria_trans|f033_id_banco|dbo|t032_mm_trans_bancarias|f032_id_banco
FK_t033_t032_1|dbo|t033_mm_cnta_bancaria_trans|f033_id_transaccion|dbo|t032_mm_trans_bancarias|f032_id
FK_t033_t200_1|dbo|t033_mm_cnta_bancaria_trans|f033_rowid_tercero_contra|dbo|t200_mm_terceros|f200_rowid
FK_t033_t200_2|dbo|t033_mm_cnta_bancaria_trans|f033_rowid_tercero_impuesto|dbo|t200_mm_terceros|f200_rowid
FK_t033_t200_3|dbo|t033_mm_cnta_bancaria_trans|f033_rowid_tercero_contra2|dbo|t200_mm_terceros|f200_rowid
FK_t033_t202_1|dbo|t033_mm_cnta_bancaria_trans|f033_rowid_tercero_contra|dbo|t202_mm_proveedores|f202_rowid_tercero
FK_t033_t202_1|dbo|t033_mm_cnta_bancaria_trans|f033_id_sucursal_prov_contra|dbo|t202_mm_proveedores|f202_id_sucursal
FK_t033_t202_2|dbo|t033_mm_cnta_bancaria_trans|f033_rowid_tercero_contra2|dbo|t202_mm_proveedores|f202_rowid_tercero
