TABLE_SCHEMA|TABLE_NAME|ORDINAL_POSITION|COLUMN_NAME|DATA_TYPE|CHARACTER_MAXIMUM_LENGTH|NUMERIC_PRECISION|NUMERIC_SCALE|IS_NULLABLE
dbo|w0678_orden_liquidacion|6|c0678_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0678_orden_liquidacion|7|c0678_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0678_orden_liquidacion|8|c0678_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0678_orden_liquidacion|9|c0678_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0679_otros_datos_contratos|1|c0679_rowid|int|NULL|10|0|NO
dbo|w0679_otros_datos_contratos|2|c0679_rowid_contrato|int|NULL|10|0|NO
dbo|w0679_otros_datos_contratos|3|c0679_fecha_final|datetime|NULL|NULL|NULL|NO
dbo|w0679_otros_datos_contratos|4|c0679_ind_impreso|tinyint|NULL|3|0|NO
dbo|w0679_otros_datos_contratos|5|c0679_rowid_foto|int|NULL|10|0|NO
dbo|w0679_otros_datos_contratos|6|c0679_fecha_impreso|datetime|NULL|NULL|NULL|YES
dbo|w0679_otros_datos_contratos|7|c0679_notas|varchar|2000|NULL|NULL|NO
dbo|w0679_otros_datos_contratos|8|c0679_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0679_otros_datos_contratos|9|c0679_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0679_otros_datos_contratos|10|c0679_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0679_otros_datos_contratos|11|c0679_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0680_ag_param_cert_ing_ret|1|c0680_rowid_portal_ag|int|NULL|10|0|NO
dbo|w0680_ag_param_cert_ing_ret|2|c0680_ano|smallint|NULL|5|0|NO
dbo|w0680_ag_param_cert_ing_ret|3|c0680_id_cia|smallint|NULL|5|0|NO
dbo|w0680_ag_param_cert_ing_ret|4|c0680_rowid_certif_w0052|int|NULL|10|0|NO
dbo|w0680_ag_param_cert_ing_ret|5|c0680_id_pais|char|3|NULL|NULL|NO
dbo|w0680_ag_param_cert_ing_ret|6|c0680_id_depto|char|2|NULL|NULL|NO
dbo|w0680_ag_param_cert_ing_ret|7|c0680_id_ciudad|char|3|NULL|NULL|NO
dbo|w0680_ag_param_cert_ing_ret|8|c0680_nro_certificado|int|NULL|10|0|YES
dbo|w0680_ag_param_cert_ing_ret|9|c0680_fecha_exp|datetime|NULL|NULL|NULL|YES
dbo|w0680_ag_param_cert_ing_ret|10|c0680_asunto|varchar|255|NULL|NULL|YES
dbo|w0680_ag_param_cert_ing_ret|11|c0680_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0680_ag_param_cert_ing_ret|12|c0680_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0680_ag_param_cert_ing_ret|13|c0680_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0680_ag_param_cert_ing_ret|14|c0680_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0680_ag_param_cert_ing_ret|15|c0680_ind_ident_tercero|tinyint|NULL|3|0|NO
dbo|w0681_ag_param_certificados|1|c0681_rowid_portal_ag|int|NULL|10|0|NO
dbo|w0681_ag_param_certificados|2|c0681_id_cia|smallint|NULL|5|0|NO
dbo|w0681_ag_param_certificados|3|c0681_id|varchar|20|NULL|NULL|NO
dbo|w0681_ag_param_certificados|4|c0681_descripcion|varchar|100|NULL|NULL|NO
dbo|w0681_ag_param_certificados|5|c0681_id_pais|char|3|NULL|NULL|NO
dbo|w0681_ag_param_certificados|6|c0681_id_depto|char|2|NULL|NULL|NO
dbo|w0681_ag_param_certificados|7|c0681_id_ciudad|char|3|NULL|NULL|NO
dbo|w0681_ag_param_certificados|8|c0681_id_texto|varchar|20|NULL|NULL|YES
dbo|w0681_ag_param_certificados|9|c0681_rowid_firma_terc|int|NULL|10|0|YES
dbo|w0681_ag_param_certificados|10|c0681_rowid_firma_ndc|int|NULL|10|0|YES
dbo|w0681_ag_param_certificados|11|c0681_agrupacion1|int|NULL|10|0|YES
dbo|w0681_ag_param_certificados|12|c0681_agrupacion2|int|NULL|10|0|YES
dbo|w0681_ag_param_certificados|13|c0681_agrupacion3|int|NULL|10|0|YES
dbo|w0681_ag_param_certificados|14|c0681_centrar|int|NULL|10|0|YES
dbo|w0681_ag_param_certificados|15|c0681_asunto|varchar|255|NULL|NULL|YES
dbo|w0681_ag_param_certificados|16|c0681_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0681_ag_param_certificados|17|c0681_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0681_ag_param_certificados|18|c0681_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0681_ag_param_certificados|19|c0681_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0681_ag_param_certificados|20|c0681_id_metodo_c0069|int|NULL|10|0|NO
dbo|w0681_ag_param_certificados|21|c0681_ind_firma|tinyint|NULL|3|0|NO
dbo|w0681_ag_param_certificados|22|c0681_ind_pos_logo|tinyint|NULL|3|0|NO
dbo|w0681_ag_param_certificados|23|c0681_encabezado|varchar|2000|NULL|NULL|NO
dbo|w0681_ag_param_certificados|24|c0681_mes_prom_agru1|smallint|NULL|5|0|YES
dbo|w0681_ag_param_certificados|25|c0681_mes_prom_agru2|smallint|NULL|5|0|YES
dbo|w0681_ag_param_certificados|26|c0681_mes_prom_agru3|smallint|NULL|5|0|YES
dbo|w0681_ag_param_certificados|27|c0681_ind_pos_ref|tinyint|NULL|3|0|NO
dbo|w0681_ag_param_certificados|28|c0681_txt_referencia|varchar|255|NULL|NULL|NO
dbo|w0681_ag_param_certificados|29|c0681_ind_certif_kit_bancario|tinyint|NULL|3|0|NO
dbo|w0681_ag_param_certificados|30|c0681_ind_req_estampilla|tinyint|NULL|3|0|NO
dbo|w0681_ag_param_certificados|31|c0681_id_formato|varchar|20|NULL|NULL|YES
dbo|w0681_ag_param_certificados|32|c0681_id_texto_correo|varchar|20|NULL|NULL|YES
dbo|w0681_ag_param_certificados|33|c0681_ind_requie_dirigido_a|tinyint|NULL|3|0|NO
dbo|w0681_ag_param_certificados|34|c0681_ind_deshab_dirigido_a|tinyint|NULL|3|0|NO
dbo|w0682_ag_param_vacaciones|1|c0682_rowid_portal|int|NULL|10|0|NO
dbo|w0682_ag_param_vacaciones|2|c0682_id_cia|smallint|NULL|5|0|NO
dbo|w0682_ag_param_vacaciones|3|c0682_id_texto_aprob|varchar|20|NULL|NULL|YES
dbo|w0682_ag_param_vacaciones|4|c0682_id_texto_rechazo|varchar|20|NULL|NULL|YES
dbo|w0682_ag_param_vacaciones|5|c0682_asunto|varchar|255|NULL|NULL|YES
dbo|w0682_ag_param_vacaciones|6|c0682_rowid_terc_aprob|int|NULL|10|0|NO
dbo|w0682_ag_param_vacaciones|7|c0682_rowid_contrato_aprob|int|NULL|10|0|YES
dbo|w0682_ag_param_vacaciones|8|c0682_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0682_ag_param_vacaciones|9|c0682_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0682_ag_param_vacaciones|10|c0682_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0682_ag_param_vacaciones|11|c0682_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0682_ag_param_vacaciones|12|c0682_id_texto_solic|varchar|20|NULL|NULL|YES
dbo|w0683_ag_param_volante|1|c0683_rowid_portal_ag|int|NULL|10|0|NO
dbo|w0683_ag_param_volante|2|c0683_id_cia|smallint|NULL|5|0|NO
dbo|w0683_ag_param_volante|3|c0683_id|varchar|20|NULL|NULL|NO
dbo|w0683_ag_param_volante|4|c0683_descripcion|varchar|100|NULL|NULL|NO
dbo|w0683_ag_param_volante|5|c0683_id_formato|varchar|20|NULL|NULL|NO
dbo|w0683_ag_param_volante|6|c0683_ind_pres_base|tinyint|NULL|3|0|NO
dbo|w0683_ag_param_volante|7|c0683_ind_pres_comentarios|tinyint|NULL|3|0|NO
dbo|w0683_ag_param_volante|8|c0683_ind_pres_saldos|tinyint|NULL|3|0|NO
dbo|w0683_ag_param_volante|9|c0683_ind_agrupa_conceptos|tinyint|NULL|3|0|NO
dbo|w0683_ag_param_volante|10|c0683_ind_pres_acumulados|tinyint|NULL|3|0|NO
dbo|w0683_ag_param_volante|11|c0683_rowid_agrupacion_exc|int|NULL|10|0|YES
dbo|w0683_ag_param_volante|12|c0683_rowid_cargo|int|NULL|10|0|YES
dbo|w0683_ag_param_volante|13|c0683_id_texto|varchar|20|NULL|NULL|YES
dbo|w0683_ag_param_volante|14|c0683_asunto|varchar|100|NULL|NULL|YES
dbo|w0683_ag_param_volante|15|c0683_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0683_ag_param_volante|16|c0683_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0683_ag_param_volante|17|c0683_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0683_ag_param_volante|18|c0683_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0683_ag_param_volante|19|c0683_id_metodo_c0069|int|NULL|10|0|NO
dbo|w0683_ag_param_volante|20|c0683_ind_agr_tran_doctos|tinyint|NULL|3|0|NO
dbo|w0684_ag_param_cptos|1|c0684_rowid|int|NULL|10|0|NO
dbo|w0684_ag_param_cptos|2|c0684_id|varchar|20|NULL|NULL|NO
dbo|w0684_ag_param_cptos|3|c0684_descripcion|varchar|100|NULL|NULL|NO
dbo|w0684_ag_param_cptos|4|c0684_ind_estado|tinyint|NULL|3|0|NO
dbo|w0684_ag_param_cptos|5|c0684_notas|varchar|255|NULL|NULL|NO
dbo|w0684_ag_param_cptos|6|c0684_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0684_ag_param_cptos|7|c0684_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0684_ag_param_cptos|8|c0684_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0684_ag_param_cptos|9|c0684_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0684_ag_param_cptos|10|c0684_ind_tipo_agrupacion|tinyint|NULL|3|0|NO
dbo|w0685_ag_param_cptos_detalle|1|c0685_rowid|int|NULL|10|0|NO
dbo|w0685_ag_param_cptos_detalle|2|c0685_rowid_param_cpto|int|NULL|10|0|NO
dbo|w0685_ag_param_cptos_detalle|3|c0685_rowid_concepto|int|NULL|10|0|NO
dbo|w0685_ag_param_cptos_detalle|4|c0685_orden|int|NULL|10|0|NO
dbo|w0685_ag_param_cptos_detalle|5|c0685_ind_autorizacion|tinyint|NULL|3|0|NO
dbo|w0685_ag_param_cptos_detalle|6|c0685_monto|decimal|NULL|25|4|NO
dbo|w0685_ag_param_cptos_detalle|7|c0685_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0685_ag_param_cptos_detalle|8|c0685_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0685_ag_param_cptos_detalle|9|c0685_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0685_ag_param_cptos_detalle|10|c0685_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0685_ag_param_cptos_detalle|11|c0685_notas|varchar|200|NULL|NULL|NO
dbo|w0685_ag_param_cptos_detalle|12|c0685_cantidad|decimal|NULL|16|4|NO
dbo|w0686_ag_param_cptos_usuario|1|c0686_rowid|int|NULL|10|0|NO
dbo|w0686_ag_param_cptos_usuario|2|c0686_rowid_param_cpto|int|NULL|10|0|NO
dbo|w0686_ag_param_cptos_usuario|3|c0686_rowid_portal_ag|int|NULL|10|0|NO
dbo|w0686_ag_param_cptos_usuario|4|c0686_rowid_usuario_ag_aut|int|NULL|10|0|NO
dbo|w0686_ag_param_cptos_usuario|5|c0686_notas|varchar|1000|NULL|NULL|NO
dbo|w0686_ag_param_cptos_usuario|6|c0686_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0686_ag_param_cptos_usuario|7|c0686_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0686_ag_param_cptos_usuario|8|c0686_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0686_ag_param_cptos_usuario|9|c0686_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0686_ag_param_cptos_usuario|10|c0686_id_cia|smallint|NULL|5|0|NO
dbo|w0686_ag_param_cptos_usuario|11|c0686_rowid_param_cpto_tnl|int|NULL|10|0|YES
dbo|w0687_ag_param_centro_imp_std|1|c0687_rowid_portal_ag|int|NULL|10|0|NO
dbo|w0687_ag_param_centro_imp_std|2|c0687_id_cia|smallint|NULL|5|0|NO
dbo|w0687_ag_param_centro_imp_std|3|c0687_id|varchar|20|NULL|NULL|NO
dbo|w0687_ag_param_centro_imp_std|4|c0687_descripcion|varchar|100|NULL|NULL|NO
dbo|w0687_ag_param_centro_imp_std|5|c0687_id_pais|char|3|NULL|NULL|YES
dbo|w0687_ag_param_centro_imp_std|6|c0687_id_depto|char|2|NULL|NULL|YES
dbo|w0687_ag_param_centro_imp_std|7|c0687_id_ciudad|char|3|NULL|NULL|YES
dbo|w0687_ag_param_centro_imp_std|8|c0687_id_texto|varchar|20|NULL|NULL|YES
dbo|w0687_ag_param_centro_imp_std|9|c0687_rowid_empleador|int|NULL|10|0|YES
dbo|w0687_ag_param_centro_imp_std|10|c0687_rowid_contrato|int|NULL|10|0|YES
dbo|w0687_ag_param_centro_imp_std|11|c0687_ind_pos_logo|tinyint|NULL|3|0|NO
dbo|w0687_ag_param_centro_imp_std|12|c0687_asunto|varchar|255|NULL|NULL|YES
dbo|w0687_ag_param_centro_imp_std|13|c0687_formato_tipo|smallint|NULL|5|0|YES
dbo|w0687_ag_param_centro_imp_std|14|c0687_formato_id|varchar|20|NULL|NULL|YES
dbo|w0687_ag_param_centro_imp_std|15|c0687_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0687_ag_param_centro_imp_std|16|c0687_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0687_ag_param_centro_imp_std|17|c0687_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0687_ag_param_centro_imp_std|18|c0687_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0687_ag_param_centro_imp_std|19|c0687_id_metodo_c0069|int|NULL|10|0|NO
dbo|w0687_ag_param_centro_imp_std|20|c0687_ind_firma|tinyint|NULL|3|0|NO
dbo|w0687_ag_param_centro_imp_std|21|c0687_ind_pos_ref|tinyint|NULL|3|0|NO
dbo|w0687_ag_param_centro_imp_std|22|c0687_txt_referencia|varchar|255|NULL|NULL|NO
dbo|w0687_ag_param_centro_imp_std|23|c0687_ind_requie_dirigido_a|tinyint|NULL|3|0|NO
dbo|w0687_ag_param_centro_imp_std|24|c0687_ind_deshab_dirigido_a|tinyint|NULL|3|0|NO
dbo|w0688_ag_param_contratos|1|c0688_rowid|int|NULL|10|0|NO
dbo|w0688_ag_param_contratos|2|c0688_id_cia|smallint|NULL|5|0|NO
dbo|w0688_ag_param_contratos|3|c0688_ind_deshab_usuario|tinyint|NULL|3|0|NO
dbo|w0688_ag_param_contratos|4|c0688_ind_crear_usuario|tinyint|NULL|3|0|NO
dbo|w0688_ag_param_contratos|5|c0688_rowid_portal_ag|int|NULL|10|0|YES
dbo|w0688_ag_param_contratos|6|c0688_rowid_politica_ag|int|NULL|10|0|YES
dbo|w0688_ag_param_contratos|7|c0688_notas|varchar|1000|NULL|NULL|NO
dbo|w0688_ag_param_contratos|8|c0688_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0688_ag_param_contratos|9|c0688_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0688_ag_param_contratos|10|c0688_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0688_ag_param_contratos|11|c0688_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0689_docto_prenom_empl|1|c0689_rowid|int|NULL|10|0|NO
dbo|w0689_docto_prenom_empl|2|c0689_id_cia|smallint|NULL|5|0|NO
dbo|w0689_docto_prenom_empl|3|c0689_rowid_docto|int|NULL|10|0|NO
dbo|w0689_docto_prenom_empl|4|c0689_rowid_tercero|int|NULL|10|0|NO
dbo|w0689_docto_prenom_empl|5|c0689_rowid_contrato|int|NULL|10|0|NO
dbo|w0689_docto_prenom_empl|6|c0689_ind_estado|tinyint|NULL|3|0|NO
dbo|w0689_docto_prenom_empl|7|c0689_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0689_docto_prenom_empl|8|c0689_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0689_docto_prenom_empl|9|c0689_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0689_docto_prenom_empl|10|c0689_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0690_docto_novedades_nom|1|c0690_rowid|int|NULL|10|0|NO
dbo|w0690_docto_novedades_nom|2|c0690_id_cia|smallint|NULL|5|0|NO
dbo|w0690_docto_novedades_nom|3|c0690_id_co|char|3|NULL|NULL|NO
dbo|w0690_docto_novedades_nom|4|c0690_id_tipo_docto|char|3|NULL|NULL|NO
dbo|w0690_docto_novedades_nom|5|c0690_consec_docto|int|NULL|10|0|NO
dbo|w0690_docto_novedades_nom|6|c0690_id_co_seleccion|char|3|NULL|NULL|YES
dbo|w0690_docto_novedades_nom|7|c0690_id_proyecto_seleccion|char|15|NULL|NULL|YES
dbo|w0690_docto_novedades_nom|8|c0690_rowid_ccosto_seleccion|int|NULL|10|0|YES
dbo|w0690_docto_novedades_nom|9|c0690_id_un_seleccion|varchar|20|NULL|NULL|YES
dbo|w0690_docto_novedades_nom|10|c0690_rowid_tipo_nomina|int|NULL|10|0|NO
dbo|w0690_docto_novedades_nom|11|c0690_total_devengos|money|NULL|19|4|NO
dbo|w0690_docto_novedades_nom|12|c0690_total_deduccion|money|NULL|19|4|NO
dbo|w0690_docto_novedades_nom|13|c0690_fecha_inicial|datetime|NULL|NULL|NULL|NO
dbo|w0690_docto_novedades_nom|14|c0690_fecha_final|datetime|NULL|NULL|NULL|NO
dbo|w0690_docto_novedades_nom|15|c0690_fecha_pago_docto|datetime|NULL|NULL|NULL|YES
dbo|w0690_docto_novedades_nom|16|c0690_fecha_contab|datetime|NULL|NULL|NULL|YES
dbo|w0690_docto_novedades_nom|17|c0690_ano|smallint|NULL|5|0|NO
dbo|w0690_docto_novedades_nom|18|c0690_nro_periodo|smallint|NULL|5|0|YES
dbo|w0690_docto_novedades_nom|19|c0690_id_periodo|int|NULL|10|0|NO
dbo|w0690_docto_novedades_nom|20|c0690_fecha|datetime|NULL|NULL|NULL|NO
dbo|w0690_docto_novedades_nom|21|c0690_ind_seleccion|tinyint|NULL|3|0|NO
dbo|w0690_docto_novedades_nom|22|c0690_ind_tipo_liquidacion|tinyint|NULL|3|0|NO
dbo|w0690_docto_novedades_nom|23|c0690_ind_contab_salarios|tinyint|NULL|3|0|NO
dbo|w0690_docto_novedades_nom|24|c0690_rowid_docto_salario_t350|int|NULL|10|0|YES
dbo|w0690_docto_novedades_nom|25|c0690_ind_contab_presta|tinyint|NULL|3|0|NO
dbo|w0690_docto_novedades_nom|26|c0690_rowid_docto_prestac_t350|int|NULL|10|0|YES
dbo|w0690_docto_novedades_nom|27|c0690_ind_contab_cheques|tinyint|NULL|3|0|NO
dbo|w0690_docto_novedades_nom|28|c0690_rowid_docto_cheques_t350|int|NULL|10|0|YES
dbo|w0690_docto_novedades_nom|29|c0690_ind_facturado|tinyint|NULL|3|0|NO
dbo|w0690_docto_novedades_nom|30|c0690_ind_estado|tinyint|NULL|3|0|NO
dbo|w0690_docto_novedades_nom|31|c0690_notas|varchar|255|NULL|NULL|NO
dbo|w0690_docto_novedades_nom|32|c0690_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0690_docto_novedades_nom|33|c0690_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0690_docto_novedades_nom|34|c0690_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0690_docto_novedades_nom|35|c0690_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0690_docto_novedades_nom|36|c0690_ind_origen|tinyint|NULL|3|0|NO
dbo|w0690_docto_novedades_nom|37|c0690_ind_default_imp_nov|tinyint|NULL|3|0|NO
dbo|w0691_desta_unidad_medida|1|c0691_rowid|int|NULL|10|0|NO
dbo|w0691_desta_unidad_medida|2|c0691_id|varchar|20|NULL|NULL|NO
dbo|w0691_desta_unidad_medida|3|c0691_descripcion|varchar|100|NULL|NULL|NO
dbo|w0691_desta_unidad_medida|4|c0691_ind_estado|tinyint|NULL|3|0|NO
dbo|w0691_desta_unidad_medida|5|c0691_notas|varchar|1000|NULL|NULL|NO
dbo|w0691_desta_unidad_medida|6|c0691_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0691_desta_unidad_medida|7|c0691_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0691_desta_unidad_medida|8|c0691_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0691_desta_unidad_medida|9|c0691_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0692_desta_ubicaciones|1|c0692_rowid|int|NULL|10|0|NO
dbo|w0692_desta_ubicaciones|2|c0692_id|varchar|20|NULL|NULL|NO
dbo|w0692_desta_ubicaciones|3|c0692_descripcion|varchar|100|NULL|NULL|NO
dbo|w0692_desta_ubicaciones|4|c0692_ind_estado|tinyint|NULL|3|0|NO
dbo|w0692_desta_ubicaciones|5|c0692_notas|varchar|1000|NULL|NULL|NO
dbo|w0692_desta_ubicaciones|6|c0692_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0692_desta_ubicaciones|7|c0692_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0692_desta_ubicaciones|8|c0692_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0692_desta_ubicaciones|9|c0692_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0693_nom_des_actividades|1|c0693_rowid|int|NULL|10|0|NO
dbo|w0693_nom_des_actividades|2|c0693_id_cia|smallint|NULL|5|0|NO
dbo|w0693_nom_des_actividades|3|c0693_id|varchar|20|NULL|NULL|NO
dbo|w0693_nom_des_actividades|4|c0693_descripcion|varchar|100|NULL|NULL|NO
dbo|w0693_nom_des_actividades|5|c0693_rowid_unidad_medida|int|NULL|10|0|NO
dbo|w0693_nom_des_actividades|6|c0693_ind_estado|tinyint|NULL|3|0|NO
dbo|w0693_nom_des_actividades|7|c0693_ind_exige_ubica|tinyint|NULL|3|0|NO
dbo|w0693_nom_des_actividades|8|c0693_ind_valoriza_ubica|tinyint|NULL|3|0|NO
dbo|w0693_nom_des_actividades|9|c0693_notas|varchar|1000|NULL|NULL|NO
dbo|w0693_nom_des_actividades|10|c0693_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0693_nom_des_actividades|11|c0693_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0693_nom_des_actividades|12|c0693_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0693_nom_des_actividades|13|c0693_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0693_nom_des_actividades|14|c0693_rowid_movto_entidad|int|NULL|10|0|YES
dbo|w0694_nom_des_rangos_act|1|c0694_rowid|int|NULL|10|0|NO
dbo|w0694_nom_des_rangos_act|2|c0694_id_cia|smallint|NULL|5|0|NO
dbo|w0694_nom_des_rangos_act|3|c0694_rowid_actividad|int|NULL|10|0|NO
dbo|w0694_nom_des_rangos_act|4|c0694_rowid_ubicacion|int|NULL|10|0|YES
dbo|w0694_nom_des_rangos_act|5|c0694_fecha_vigencia|datetime|NULL|NULL|NULL|NO
dbo|w0694_nom_des_rangos_act|6|c0694_rango_hasta|decimal|NULL|18|6|NO
dbo|w0694_nom_des_rangos_act|7|c0694_rango_desde|decimal|NULL|18|6|NO
dbo|w0694_nom_des_rangos_act|8|c0694_valor_liquidar|money|NULL|19|4|NO
dbo|w0694_nom_des_rangos_act|9|c0694_valor_dominical|money|NULL|19|4|NO
dbo|w0694_nom_des_rangos_act|10|c0694_valor_festivo|money|NULL|19|4|NO
dbo|w0694_nom_des_rangos_act|11|c0694_valor_bonifica|money|NULL|19|4|NO
dbo|w0694_nom_des_rangos_act|12|c0694_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0694_nom_des_rangos_act|13|c0694_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0694_nom_des_rangos_act|14|c0694_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0694_nom_des_rangos_act|15|c0694_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0695_nom_des_novedades|1|c0695_rowid|int|NULL|10|0|NO
dbo|w0695_nom_des_novedades|2|c0695_rowid_docto_nm|int|NULL|10|0|YES
dbo|w0695_nom_des_novedades|3|c0695_rowid_movto_nm|int|NULL|10|0|YES
dbo|w0695_nom_des_novedades|4|c0695_rowid_tercero|int|NULL|10|0|NO
dbo|w0695_nom_des_novedades|5|c0695_rowid_contrato|int|NULL|10|0|NO
dbo|w0695_nom_des_novedades|6|c0695_rowid_concepto|int|NULL|10|0|NO
dbo|w0695_nom_des_novedades|7|c0695_rowid_actividad|int|NULL|10|0|NO
dbo|w0695_nom_des_novedades|8|c0695_fecha|datetime|NULL|NULL|NULL|NO
dbo|w0695_nom_des_novedades|9|c0695_rowid_ubicacion|int|NULL|10|0|YES
dbo|w0695_nom_des_novedades|10|c0695_cantidad|decimal|NULL|28|9|NO
dbo|w0695_nom_des_novedades|11|c0695_valor|money|NULL|19|4|NO
dbo|w0695_nom_des_novedades|12|c0695_valor_liquidado|money|NULL|19|4|NO
dbo|w0695_nom_des_novedades|13|c0695_horas|decimal|NULL|14|9|NO
dbo|w0695_nom_des_novedades|14|c0695_id_co|char|3|NULL|NULL|YES
dbo|w0695_nom_des_novedades|15|c0695_rowid_ccosto|int|NULL|10|0|YES
dbo|w0695_nom_des_novedades|16|c0695_id_proyecto|char|15|NULL|NULL|YES
dbo|w0695_nom_des_novedades|17|c0695_id_un|varchar|20|NULL|NULL|YES
dbo|w0695_nom_des_novedades|18|c0695_ind_estado|tinyint|NULL|3|0|NO
dbo|w0695_nom_des_novedades|19|c0695_fecha_creacion|datetime|NULL|NULL|NULL|NO
dbo|w0695_nom_des_novedades|20|c0695_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|w0695_nom_des_novedades|21|c0695_fecha_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|w0695_nom_des_novedades|22|c0695_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|w0695_nom_des_novedades|23|c0695_rowid_docto_novedad|int|NULL|10|0|NO
dbo|w0695_nom_des_novedades|24|c0695_ind_autorizado|tinyint|NULL|3|0|NO
dbo|w0695_nom_des_novedades|25|c0695_ind_origen|tinyint|NULL|3|0|YES
dbo|w0695_nom_des_novedades|26|c0695_fecha_causacion|datetime|NULL|NULL|NULL|YES
dbo|w0696_tarea_min|1|c0696_rowid|int|NULL|10|0|NO
dbo|w0696_tarea_min|2|c0696_rowid_grupo_empleados|int|NULL|10|0|NO
dbo|w0696_tarea_min|3|c0696_rowid_tipo_nomina|int|NULL|10|0|NO
dbo|w0696_tarea_min|4|c0696_id_co|char|3|NULL|NULL|YES
dbo|w0696_tarea_min|5|c0696_rowid_concepto|int|NULL|10|0|YES
dbo|w0696_tarea_min|6|c0696_ind_tipo_ajuste|tinyint|NULL|3|0|NO
dbo|w0696_tarea_min|7|c0696_ind_estado|tinyint|NULL|3|0|NO
