TABLE_SCHEMA|TABLE_NAME|ORDINAL_POSITION|COLUMN_NAME|DATA_TYPE|CHARACTER_MAXIMUM_LENGTH|NUMERIC_PRECISION|NUMERIC_SCALE|IS_NULLABLE
------------|----------|----------------|-----------|---------|------------------------|-----------------|-------------|-----------
dbo|App_Chat|1|Id|int|NULL|10|0|NO
dbo|App_Chat|2|Id_User_Emiter|nvarchar|900|NULL|NULL|NO
dbo|App_Chat|3|Id_User_Receiver|nvarchar|900|NULL|NULL|NO
dbo|App_Chat|4|Message|varchar|-1|NULL|NULL|NO
dbo|App_Chat|5|Date_Msg|datetime|NULL|NULL|NULL|NO
dbo|App_Chat|6|Is_Readed|bit|NULL|NULL|NULL|NO
dbo|App_Chat|7|Date_Readed|datetime|NULL|NULL|NULL|YES
dbo|App_Chat|8|Type_Chat|varchar|100|NULL|NULL|NO
dbo|App_Chat|9|Id_Type_Chat|nvarchar|900|NULL|NULL|YES
dbo|App_Chat|10|Id_Profile_Type_Chat|nvarchar|900|NULL|NULL|YES
dbo|App_Chat|11|Id_Group_Type_Chat|int|NULL|10|0|YES
dbo|App_Chat|12|Is_Visible|bit|NULL|NULL|NULL|NO
dbo|App_Chat_Groups|1|Id|int|NULL|10|0|NO
dbo|App_Chat_Groups|2|Code|varchar|100|NULL|NULL|NO
dbo|App_Chat_Groups|3|Id_User_Creator|nvarchar|900|NULL|NULL|NO
dbo|App_Chat_Groups|4|Name|varchar|250|NULL|NULL|NO
dbo|App_Chat_Groups|5|Is_Active|bit|NULL|NULL|NULL|NO
dbo|App_Chat_Groups|6|Date_Creation|datetime|NULL|NULL|NULL|NO
dbo|App_Chat_Groups|7|Path_Img_Group|varchar|1000|NULL|NULL|YES
dbo|App_Chat_Groups_Users|1|Id|int|NULL|10|0|NO
dbo|App_Chat_Groups_Users|2|Id_Chat_Group|int|NULL|10|0|NO
dbo|App_Chat_Groups_Users|3|Id_User|nvarchar|900|NULL|NULL|NO
dbo|App_Data_Types|1|Id|int|NULL|10|0|NO
dbo|App_Data_Types|2|Name|varchar|30|NULL|NULL|NO
dbo|App_Data_Types|3|Presentation|varchar|50|NULL|NULL|NO
dbo|App_Data_Types|4|TypeDescription|varchar|1000|NULL|NULL|YES
dbo|App_Data_Types|5|Regex|varchar|500|NULL|NULL|YES
dbo|App_Design_Variables|1|Id|int|NULL|10|0|NO
dbo|App_Design_Variables|2|Id_EntityType|int|NULL|10|0|NO
dbo|App_Design_Variables|3|Id_Entity|numeric|NULL|18|0|YES
dbo|App_Design_Variables|4|Id_Variable|numeric|NULL|18|0|YES
dbo|App_Design_Variables|5|Title|varchar|256|NULL|NULL|YES
dbo|App_Design_Variables|6|Container_Name|varchar|256|NULL|NULL|YES
dbo|App_Design_Variables|7|Group_Name|varchar|256|NULL|NULL|YES
dbo|App_Design_Variables|8|Order_Number|int|NULL|10|0|YES
dbo|App_Design_Variables|9|Displace_Right|int|NULL|10|0|YES
dbo|App_Design_Variables|10|Size_Box|int|NULL|10|0|YES
dbo|App_Design_Variables|11|Is_Field_Multiline|bit|NULL|NULL|NULL|YES
dbo|App_Design_Variables|12|Num_Rows_Multiline|int|NULL|10|0|YES
dbo|App_Design_Variables|13|Size_Box_Mobile|int|NULL|10|0|YES
dbo|App_Design_Variables_Items|1|Id|int|NULL|10|0|NO
dbo|App_Design_Variables_Items|2|Id_EntityType|int|NULL|10|0|NO
dbo|App_Design_Variables_Items|3|Id_Entity|int|NULL|10|0|YES
dbo|App_Design_Variables_Items|4|Type|varchar|50|NULL|NULL|NO
dbo|App_Design_Variables_Items|5|Container_Name|varchar|256|NULL|NULL|YES
dbo|App_Design_Variables_Items|6|Group_Name|varchar|256|NULL|NULL|YES
dbo|App_Design_Variables_Items|7|Description|varchar|500|NULL|NULL|YES
dbo|App_Entities|1|Id|int|NULL|10|0|NO
dbo|App_Entities|2|Id_EntityType|int|NULL|10|0|NO
dbo|App_Entities|3|CodeRecord|varchar|50|NULL|NULL|YES
dbo|App_Entities|4|Name|varchar|100|NULL|NULL|YES
dbo|App_Entities|5|MasterDescription|varchar|200|NULL|NULL|YES
dbo|App_Entities|6|MasterTable|varchar|50|NULL|NULL|YES
dbo|App_Entities|7|FieldSearch|varchar|50|NULL|NULL|YES
dbo|App_Entities_Fields|1|Id|int|NULL|10|0|NO
dbo|App_Entities_Fields|2|Id_Entity|decimal|NULL|18|0|NO
dbo|App_Entities_Fields|3|Field_Name|varchar|256|NULL|NULL|NO
dbo|App_Entities_Fields|4|Presentation_Name|varchar|500|NULL|NULL|YES
dbo|App_Entities_Fields|5|Formula_Vb|nvarchar|-1|NULL|NULL|YES
dbo|App_Entities_Fields|6|Formula_Format|nvarchar|-1|NULL|NULL|YES
dbo|App_Entities_Fields|7|Formula_Sql|nvarchar|-1|NULL|NULL|YES
dbo|App_Entities_Fields|8|Create_Func_Code|nvarchar|256|NULL|NULL|YES
dbo|App_Entities_Fields|9|Code_Record|varchar|-1|NULL|NULL|YES
dbo|App_Entities_Property|1|Id|int|NULL|10|0|NO
dbo|App_Entities_Property|2|Id_Entity|int|NULL|10|0|NO
dbo|App_Entities_Property|3|Field_Name|varchar|512|NULL|NULL|NO
dbo|App_Entities_Property|4|Presentation_Name|varchar|1024|NULL|NULL|YES
dbo|App_Entities_Selector|1|Id|int|NULL|10|0|NO
dbo|App_Entities_Selector|2|Id_EntityType|int|NULL|10|0|NO
dbo|App_Entities_Selector|3|Name|varchar|80|NULL|NULL|NO
dbo|App_Entities_Selector|4|SqlSelect|varchar|-1|NULL|NULL|NO
dbo|App_Entities_Types|1|Id|int|NULL|10|0|NO
dbo|App_Entities_Types|2|Name|varchar|30|NULL|NULL|NO
dbo|App_Entities_Types|3|Description|varchar|256|NULL|NULL|YES
dbo|App_Formula_Create_Fn|1|Id|int|NULL|10|0|NO
dbo|App_Formula_Create_Fn|2|Code_Field|varchar|256|NULL|NULL|NO
dbo|App_Formula_Create_Fn|3|Type_Procedure|varchar|256|NULL|NULL|NO
dbo|App_Formula_Create_Fn|4|Id_Entity|int|NULL|10|0|NO
dbo|App_Formula_Create_Fn|5|Description|varchar|512|NULL|NULL|NO
dbo|App_Formula_Create_Fn|6|Sql_Exec_Procedure|varchar|5000|NULL|NULL|NO
dbo|App_Log_Events|1|Code|varchar|10|NULL|NULL|NO
dbo|App_Log_Events|2|Code_Type_Event|varchar|10|NULL|NULL|NO
dbo|App_Log_Events|3|Name|varchar|150|NULL|NULL|YES
dbo|App_Log_Events|4|Description|varchar|200|NULL|NULL|YES
dbo|App_Log_Events|5|Aplication|varchar|30|NULL|NULL|YES
dbo|App_Log_Events|6|Disable|bit|NULL|NULL|NULL|NO
dbo|App_Log_Events|7|Entity|varchar|50|NULL|NULL|NO
dbo|App_Log_Events|8|Action|varchar|50|NULL|NULL|NO
dbo|App_Log_Messages|1|Id|int|NULL|10|0|NO
dbo|App_Log_Messages|2|Id_User_From|nvarchar|900|NULL|NULL|NO
dbo|App_Log_Messages|3|Id_User_To|varchar|900|NULL|NULL|NO
dbo|App_Log_Messages|4|Message|varchar|-1|NULL|NULL|NO
dbo|App_Log_Messages|5|Is_Read|bit|NULL|NULL|NULL|NO
dbo|App_Log_Messages|6|Type_Receiver|varchar|50|NULL|NULL|NO
dbo|App_Log_Messages|7|List_Receivers_To|varchar|-1|NULL|NULL|NO
dbo|App_Log_Messages|8|Path_Active_Mq|varchar|100|NULL|NULL|NO
dbo|App_Log_Messages|9|Shipping_Date|datetime|NULL|NULL|NULL|NO
dbo|App_Log_Messages|10|Reading_Date|datetime|NULL|NULL|NULL|YES
dbo|App_Log_Messages|11|Name_User_From|nvarchar|250|NULL|NULL|YES
dbo|App_Log_Type_Events|1|Code|varchar|10|NULL|NULL|NO
dbo|App_Log_Type_Events|2|Name|varchar|50|NULL|NULL|YES
dbo|App_Log_Type_Events|3|Description|varchar|200|NULL|NULL|YES
dbo|App_Log_Zeus|1|Id|int|NULL|10|0|NO
dbo|App_Log_Zeus|2|Code_Event|varchar|10|NULL|NULL|NO
dbo|App_Log_Zeus|3|Id_User|nvarchar|900|NULL|NULL|NO
dbo|App_Log_Zeus|4|Login|varchar|50|NULL|NULL|YES
dbo|App_Log_Zeus|5|Host|varchar|50|NULL|NULL|YES
dbo|App_Log_Zeus|6|Date|datetime2|NULL|NULL|NULL|YES
dbo|App_Log_Zeus|7|Description|varchar|-1|NULL|NULL|YES
dbo|App_Log_Zeus|8|DescriptionRTF|varchar|-1|NULL|NULL|YES
dbo|App_Log_Zeus|9|DescriptionHTML|varchar|-1|NULL|NULL|YES
dbo|app_parameters|1|id|int|NULL|10|0|NO
dbo|app_parameters|2|code|varchar|50|NULL|NULL|NO
dbo|app_parameters|3|path_parent_code|varchar|50|NULL|NULL|YES
dbo|app_parameters|4|is_parent|bit|NULL|NULL|NULL|NO
dbo|app_parameters|5|description|varchar|150|NULL|NULL|NO
dbo|app_parameters|6|id_data_type|int|NULL|10|0|YES
dbo|app_parameters|7|varlength|numeric|NULL|18|0|YES
dbo|app_parameters|8|prec|numeric|NULL|18|0|YES
dbo|app_parameters|9|placeholder|varchar|20|NULL|NULL|YES
dbo|app_parameters|10|detail|varchar|1000|NULL|NULL|YES
dbo|app_parameters|11|is_visible|bit|NULL|NULL|NULL|NO
dbo|app_parameters|12|is_required|bit|NULL|NULL|NULL|NO
dbo|app_parameters|13|is_editable|bit|NULL|NULL|NULL|NO
dbo|app_parameters|14|is_password|bit|NULL|NULL|NULL|NO
dbo|app_parameters|15|num_order|int|NULL|10|0|YES
dbo|app_parameters|16|value_str|varchar|-1|NULL|NULL|YES
dbo|app_parameters|17|value_default|varchar|-1|NULL|NULL|YES
dbo|app_parameters|18|value_select|varchar|1000|NULL|NULL|YES
dbo|app_parameters|19|code_help|varchar|150|NULL|NULL|YES
dbo|app_parameters|20|condition_active|varchar|1000|NULL|NULL|YES
dbo|app_parameters|21|is_active|bit|NULL|NULL|NULL|NO
dbo|app_parameters|22|condition_save|varchar|1000|NULL|NULL|YES
dbo|app_parameters|23|id_usersave|nvarchar|900|NULL|NULL|YES
dbo|app_parameters|24|date_update|datetime|NULL|NULL|NULL|YES
dbo|App_Searcher|1|Id|int|NULL|10|0|NO
dbo|App_Searcher|2|Code|varchar|150|NULL|NULL|YES
dbo|App_Searcher|3|Name|varchar|250|NULL|NULL|NO
dbo|App_Searcher|4|Sql_Select|varchar|-1|NULL|NULL|NO
dbo|App_Searcher|5|Sql_Predicate|varchar|-1|NULL|NULL|YES
dbo|App_Searcher|6|Sql_Choice|varchar|-1|NULL|NULL|NO
dbo|App_Searcher|7|Index_Col_Code|int|NULL|10|0|NO
dbo|App_Searcher|8|Name_Col_Code|varchar|150|NULL|NULL|YES
dbo|App_Searcher|9|Current_Page_Default|int|NULL|10|0|NO
dbo|App_Searcher|10|Records_ByPage_Default|int|NULL|10|0|NO
dbo|App_Searcher|11|Columns_Percent_Width|varchar|-1|NULL|NULL|YES
dbo|App_Searcher|12|Columns_Show|varchar|-1|NULL|NULL|YES
dbo|App_Searcher|13|Field_Rel_VariablesValue|varchar|250|NULL|NULL|YES
dbo|App_Searcher_Fields|1|Id|int|NULL|10|0|NO
dbo|App_Searcher_Fields|2|Id_Buscador|int|NULL|10|0|NO
dbo|App_Searcher_Fields|3|Field_Name|varchar|50|NULL|NULL|NO
dbo|App_Searcher_Fields|4|Description|nchar|250|NULL|NULL|NO
dbo|App_Searcher_Fields|5|Id_DataType|int|NULL|10|0|NO
dbo|App_Searcher_Fields|6|OrderShow|int|NULL|10|0|YES
dbo|App_Searcher_Operators|1|Id|int|NULL|10|0|NO
dbo|App_Searcher_Operators|2|Code|varchar|50|NULL|NULL|NO
dbo|App_Searcher_Operators|3|Name|varchar|250|NULL|NULL|NO
dbo|App_Variables_Group|1|Id|int|NULL|10|0|NO
dbo|App_Variables_Group|2|Name|varchar|30|NULL|NULL|NO
dbo|App_Variables_List_Options|1|Id|int|NULL|10|0|NO
dbo|App_Variables_List_Options|2|IdVariable|int|NULL|10|0|NO
dbo|App_Variables_List_Options|3|Code|varchar|25|NULL|NULL|NO
dbo|App_Variables_List_Options|4|DescText|varchar|100|NULL|NULL|NO
dbo|App_Widget|1|Id|int|NULL|10|0|NO
dbo|App_Widget|2|Name|varchar|256|NULL|NULL|NO
dbo|App_Widget|3|Description|varchar|1000|NULL|NULL|YES
dbo|App_Widget|4|Id_Group|int|NULL|10|0|NO
dbo|App_Widget|5|Id_Widget_Service|int|NULL|10|0|YES
dbo|App_Widget|6|Num_Order|int|NULL|10|0|YES
dbo|App_Widget|7|Size|int|NULL|10|0|YES
dbo|App_Widget|8|Size_Small|int|NULL|10|0|YES
dbo|App_Widget|9|Id_User_Creator|nvarchar|900|NULL|NULL|NO
dbo|App_Widget|10|Date_Creation|datetime|NULL|NULL|NULL|NO
dbo|App_Widget|11|Is_Visible|bit|NULL|NULL|NULL|YES
dbo|App_Widget|12|Array_Roles|varchar|-1|NULL|NULL|YES
dbo|App_Widget_Group|1|Id|int|NULL|10|0|NO
dbo|App_Widget_Group|2|Name|varchar|256|NULL|NULL|NO
dbo|App_Widget_Group|3|Description|varchar|1000|NULL|NULL|YES
dbo|App_Widget_Group|4|Num_Order|int|NULL|10|0|NO
dbo|App_Widget_Group|5|Height|int|NULL|10|0|YES
dbo|App_Widget_Group|6|Id_User_Creator|nvarchar|900|NULL|NULL|YES
dbo|App_Widget_Group|7|Date_Creation|datetime|NULL|NULL|NULL|YES
dbo|App_Widget_Service|1|Id|int|NULL|10|0|NO
dbo|App_Widget_Service|2|Name|varchar|256|NULL|NULL|NO
dbo|App_Widget_Service|3|Url_Service|varchar|1000|NULL|NULL|NO
dbo|appinfo|1|id|int|NULL|10|0|NO
dbo|appinfo|2|code|varchar|50|NULL|NULL|NO
dbo|appinfo|3|companyname|varchar|256|NULL|NULL|NO
dbo|appinfo|4|versionapp|varchar|25|NULL|NULL|NO
dbo|appinfo|5|logotipoapp|varchar|1024|NULL|NULL|YES
dbo|appinfo|6|urlpolicies|varchar|1024|NULL|NULL|YES
dbo|appinfo|7|urllogo|varchar|1024|NULL|NULL|YES
dbo|appinfo|8|urlsplash|varchar|1024|NULL|NULL|YES
dbo|appinfo|9|isactive|bit|NULL|NULL|NULL|NO
dbo|appinfo|10|bg_primary_color|varchar|25|NULL|NULL|YES
dbo|appinfo|11|bgtext_primary_color|varchar|25|NULL|NULL|YES
dbo|appinfo|12|btn_primary_color|varchar|25|NULL|NULL|YES
dbo|appinfo|13|link_primary_color|varchar|25|NULL|NULL|YES
dbo|appinfo|14|IndManejaGeoLocation|int|NULL|10|0|NO
dbo|appinfo|15|Latitud|varchar|500|NULL|NULL|YES
dbo|appinfo|16|Longitud|varchar|500|NULL|NULL|YES
dbo|appinfo|17|MargenDistancia|varchar|500|NULL|NULL|YES
dbo|appinfo|18|UnidadesMargen|char|1|NULL|NULL|YES
dbo|appinfo|19|IndPropPerso|int|NULL|10|0|NO
dbo|appinfo|20|Propina1|money|NULL|19|4|YES
dbo|appinfo|21|Propina2|money|NULL|19|4|YES
dbo|appinfo|22|Propina3|money|NULL|19|4|YES
dbo|appinfo|23|IndModifAdicNoAgg|int|NULL|10|0|NO
dbo|appinfo|24|IndMarcharDireQr|int|NULL|10|0|NO
dbo|appinfo|25|IdClaseDocto|int|NULL|10|0|YES
dbo|ArchivosAdjuntos|1|Id|int|NULL|10|0|NO
dbo|ArchivosAdjuntos|2|Nombre|varchar|255|NULL|NULL|NO
dbo|ArchivosAdjuntos|3|Archivo|image|2147483647|NULL|NULL|YES
dbo|ArchivosAdjuntos|4|Iden_Sesion|numeric|NULL|18|0|YES
dbo|ArchivosAdjuntos|5|FormIdUnique|varchar|250|NULL|NULL|YES
dbo|ArchivosAdjuntos|6|Usuario|varchar|250|NULL|NULL|YES
dbo|ArchivosAdjuntos|7|FechaGrabacion|smalldatetime|NULL|NULL|NULL|NO
dbo|ArchivosAdjuntos|8|HefestoPathFile|varchar|1000|NULL|NULL|YES
dbo|ArchivosAdjuntos|9|HefestoPathFileVirtual|varchar|1000|NULL|NULL|YES
dbo|ArchivosAdjuntosMaestros|1|Id|int|NULL|10|0|NO
dbo|ArchivosAdjuntosMaestros|2|Nombre|varchar|255|NULL|NULL|NO
dbo|ArchivosAdjuntosMaestros|3|Archivo|image|2147483647|NULL|NULL|YES
dbo|ArchivosAdjuntosMaestros|4|id_Sys_Entidades|int|NULL|10|0|YES
dbo|ArchivosAdjuntosMaestros|5|CodigoMaestro|varchar|250|NULL|NULL|YES
dbo|ArchivosAdjuntosMaestros|6|CodigoMaestro2|varchar|250|NULL|NULL|YES
dbo|ArchivosAdjuntosMaestros|7|idUsuario|varchar|250|NULL|NULL|YES
dbo|ArchivosAdjuntosMaestros|8|FechaGrabacion|datetime|NULL|NULL|NULL|NO
dbo|ArchivosAdjuntosMaestros|9|HefestoPathFile|varchar|1000|NULL|NULL|YES
dbo|ArchivosAdjuntosMaestros|10|HefestoPathFileVirtual|varchar|1000|NULL|NULL|YES
dbo|AspNetAccessByRecord|1|Id|int|NULL|10|0|NO
dbo|AspNetAccessByRecord|2|Id_Role|nvarchar|450|NULL|NULL|NO
dbo|AspNetAccessByRecord|3|Id_MasterEntity|int|NULL|10|0|NO
dbo|AspNetAccessByRecord|4|OnlyOwnRecords|bit|NULL|NULL|NULL|NO
dbo|AspNetAccessByRecord|5|ByCondition|bit|NULL|NULL|NULL|NO
dbo|AspNetAccessByRecord|6|Id_Field|int|NULL|10|0|YES
dbo|AspNetAccessByRecord|7|Operator|varchar|25|NULL|NULL|YES
dbo|AspNetAccessByRecord|8|Value|varchar|500|NULL|NULL|YES
dbo|AspNetAccessByRecord_Privigeles|1|Id|int|NULL|10|0|NO
dbo|AspNetAccessByRecord_Privigeles|2|Id_AspNetAccessByRecord|int|NULL|10|0|NO
dbo|AspNetAccessByRecord_Privigeles|3|Id_Privilege|int|NULL|10|0|NO
dbo|AspNetPrivileges|1|Id|int|NULL|10|0|NO
dbo|AspNetPrivileges|2|Code|nvarchar|250|NULL|NULL|NO
dbo|AspNetPrivileges|3|Name|nvarchar|512|NULL|NULL|NO
dbo|AspNetPrivileges|4|Description|nvarchar|1024|NULL|NULL|YES
dbo|AspNetPrivileges|5|Controller|nvarchar|100|NULL|NULL|NO
dbo|AspNetPrivileges|6|Action|nvarchar|100|NULL|NULL|NO
dbo|AspNetPrivileges|7|IsAccessByRecord|bit|NULL|NULL|NULL|NO
dbo|AspNetPrivileges|8|Id_Entity|int|NULL|10|0|YES
dbo|AspNetRoleClaims|1|Id|int|NULL|10|0|NO
dbo|AspNetRoleClaims|2|RoleId|nvarchar|450|NULL|NULL|NO
dbo|AspNetRoleClaims|3|ClaimType|nvarchar|-1|NULL|NULL|YES
dbo|AspNetRoleClaims|4|ClaimValue|nvarchar|-1|NULL|NULL|YES
dbo|AspNetRolePrivileges|1|Id|int|NULL|10|0|NO
dbo|AspNetRolePrivileges|2|RoleId|nvarchar|900|NULL|NULL|NO
dbo|AspNetRolePrivileges|3|PrivilegeId|int|NULL|10|0|NO
dbo|AspNetRoles|1|Id|nvarchar|450|NULL|NULL|NO
dbo|AspNetRoles|2|Name|nvarchar|256|NULL|NULL|YES
dbo|AspNetRoles|3|NormalizedName|nvarchar|256|NULL|NULL|YES
dbo|AspNetRoles|4|ConcurrencyStamp|nvarchar|-1|NULL|NULL|YES
dbo|AspNetRoles|5|DescName|varchar|250|NULL|NULL|YES
dbo|AspNetRoles|6|Description|varchar|500|NULL|NULL|YES
dbo|AspNetTokenPasswordRecovery|1|Id|int|NULL|10|0|NO
dbo|AspNetTokenPasswordRecovery|2|Token_Code|varchar|50|NULL|NULL|NO
dbo|AspNetTokenPasswordRecovery|3|Token_Identity_Core|varchar|500|NULL|NULL|NO
dbo|AspNetTokenPasswordRecovery|4|User_Name|nvarchar|512|NULL|NULL|NO
dbo|AspNetTokenPasswordRecovery|5|Date_Create|datetime|NULL|NULL|NULL|NO
dbo|AspNetUserClaims|1|Id|int|NULL|10|0|NO
dbo|AspNetUserClaims|2|UserId|nvarchar|450|NULL|NULL|NO
dbo|AspNetUserClaims|3|ClaimType|nvarchar|-1|NULL|NULL|YES
dbo|AspNetUserClaims|4|ClaimValue|nvarchar|-1|NULL|NULL|YES
dbo|AspNetUserLogins|1|LoginProvider|nvarchar|128|NULL|NULL|NO
dbo|AspNetUserLogins|2|ProviderKey|nvarchar|128|NULL|NULL|NO
dbo|AspNetUserLogins|3|ProviderDisplayName|nvarchar|-1|NULL|NULL|YES
dbo|AspNetUserLogins|4|UserId|nvarchar|450|NULL|NULL|NO
dbo|AspNetUserRoles|1|UserId|nvarchar|450|NULL|NULL|NO
dbo|AspNetUserRoles|2|RoleId|nvarchar|450|NULL|NULL|NO
dbo|AspNetUsers|1|Id|nvarchar|450|NULL|NULL|NO
dbo|AspNetUsers|2|UserName|nvarchar|256|NULL|NULL|YES
dbo|AspNetUsers|3|NormalizedUserName|nvarchar|256|NULL|NULL|YES
dbo|AspNetUsers|4|Email|nvarchar|256|NULL|NULL|YES
dbo|AspNetUsers|5|NormalizedEmail|nvarchar|256|NULL|NULL|YES
dbo|AspNetUsers|6|EmailConfirmed|bit|NULL|NULL|NULL|NO
dbo|AspNetUsers|7|PasswordHash|nvarchar|-1|NULL|NULL|YES
dbo|AspNetUsers|8|SecurityStamp|nvarchar|-1|NULL|NULL|YES
dbo|AspNetUsers|9|ConcurrencyStamp|nvarchar|-1|NULL|NULL|YES
dbo|AspNetUsers|10|PhoneNumber|nvarchar|-1|NULL|NULL|YES
dbo|AspNetUsers|11|PhoneNumberConfirmed|bit|NULL|NULL|NULL|NO
dbo|AspNetUsers|12|TwoFactorEnabled|bit|NULL|NULL|NULL|NO
dbo|AspNetUsers|13|LockoutEnd|datetimeoffset|NULL|NULL|NULL|YES
dbo|AspNetUsers|14|LockoutEnabled|bit|NULL|NULL|NULL|NO
dbo|AspNetUsers|15|AccessFailedCount|int|NULL|10|0|NO
dbo|AspNetUsers|16|UrlPhoto|varchar|500|NULL|NULL|YES
dbo|AspNetUsers|17|FullName|varchar|250|NULL|NULL|YES
dbo|AspNetUsers|18|IdUserCreator|nvarchar|450|NULL|NULL|NO
dbo|AspNetUsers|19|Block_Login|bit|NULL|NULL|NULL|YES
dbo|AspNetUsers|20|Block_Temp|bit|NULL|NULL|NULL|YES
dbo|AspNetUsers|21|Block_Admin|bit|NULL|NULL|NULL|YES
dbo|AspNetUsers|22|Block_Schedule|bit|NULL|NULL|NULL|YES
dbo|AspNetUsers|23|Block_Schedule_Date|datetime|NULL|NULL|NULL|YES
dbo|AspNetUsers|24|WaiterCodeSiesaPos|varchar|10|NULL|NULL|YES
dbo|AspNetUserTokens|1|UserId|nvarchar|450|NULL|NULL|NO
dbo|AspNetUserTokens|2|LoginProvider|nvarchar|128|NULL|NULL|NO
dbo|AspNetUserTokens|3|Name|nvarchar|128|NULL|NULL|NO
dbo|AspNetUserTokens|4|Value|nvarchar|-1|NULL|NULL|YES
dbo|autopedido|1|id|int|NULL|10|0|NO
dbo|autopedido|2|id_zone|int|NULL|10|0|NO
dbo|autopedido|3|id_table|int|NULL|10|0|NO
dbo|autopedido|4|type_id|varchar|25|NULL|NULL|YES
dbo|autopedido|5|num_id|varchar|50|NULL|NULL|YES
dbo|autopedido|6|json_customer|varchar|-1|NULL|NULL|YES
dbo|autopedido|7|json_prods|varchar|-1|NULL|NULL|YES
dbo|autopedido|8|xml|varchar|-1|NULL|NULL|YES
dbo|autopedido|9|date_time|datetime|NULL|NULL|NULL|YES
dbo|autopedido|10|status|varchar|100|NULL|NULL|YES
dbo|autopedido|11|guid|nvarchar|450|NULL|NULL|YES
dbo|autopedido|12|dar_propina|bit|NULL|NULL|NULL|YES
dbo|autopedido|13|customer_name|varchar|512|NULL|NULL|YES
dbo|autopedido|14|Ind_Pendiente_Entrega|int|NULL|10|0|NO
dbo|autopedido|15|Ind_Desde_CheckOut|int|NULL|10|0|NO
dbo|autopedido|16|Valor_Propina|money|NULL|19|4|YES
dbo|autopedido|17|IdClaseDocto|int|NULL|10|0|YES
dbo|commandhistory|1|id|int|NULL|10|0|NO
dbo|commandhistory|2|date|datetime|NULL|NULL|NULL|YES
dbo|commandhistory|3|id_user|nvarchar|450|NULL|NULL|YES
dbo|commandhistory|4|id_table|int|NULL|10|0|NO
dbo|commandhistory|5|id_zone|int|NULL|10|0|NO
dbo|commandhistory|6|number_of_chairs|int|NULL|10|0|NO
dbo|commandhistory|7|code_waiter_pos|varchar|50|NULL|NULL|YES
dbo|commandhistory|8|json_data_product|varchar|-1|NULL|NULL|YES
dbo|commandhistory|9|xml_data_pos|varchar|-1|NULL|NULL|YES
dbo|commandhistory|10|msg_process_pos|varchar|-1|NULL|NULL|YES
dbo|commandhistory|11|name_table|varchar|200|NULL|NULL|YES
dbo|commandhistory|12|name_zone|varchar|200|NULL|NULL|YES
dbo|commandhistory|13|step_group|int|NULL|10|0|YES
dbo|commandhistory|14|status_process_pos|varchar|50|NULL|NULL|YES
dbo|commandhistory|15|doc_account|varchar|-1|NULL|NULL|YES
dbo|commandhistory|16|stage|varchar|50|NULL|NULL|YES
dbo|commandhistory|17|handle_step_service|bit|NULL|NULL|NULL|YES
dbo|DocumentosRelacionAdjuntos|1|Id|int|NULL|10|0|NO
dbo|DocumentosRelacionAdjuntos|2|Id_entidades|tinyint|NULL|3|0|NO
dbo|DocumentosRelacionAdjuntos|3|Key_documento|varchar|100|NULL|NULL|NO
dbo|DocumentosRelacionAdjuntos|4|id_Archivosadjuntos|int|NULL|10|0|NO
dbo|Entidades|1|Id|tinyint|NULL|3|0|NO
dbo|Entidades|2|Nombre|varchar|50|NULL|NULL|NO
dbo|Entidades|3|Descripcion|varchar|500|NULL|NULL|NO
dbo|HistorialPagos|1|ts|datetime|NULL|NULL|NULL|YES
dbo|HistorialPagos|2|rowid|int|NULL|10|0|NO
dbo|HistorialPagos|3|guid_docto|uniqueidentifier|NULL|NULL|NULL|NO
dbo|HistorialPagos|4|rowid_integrador|int|NULL|10|0|NO
dbo|HistorialPagos|5|rowid_platf_pago|int|NULL|10|0|NO
dbo|HistorialPagos|6|desc_error|varchar|-1|NULL|NULL|NO
dbo|LEAF_LOG|1|LOG_ID|numeric|NULL|20|0|NO
dbo|LEAF_LOG|2|TIMESTAMP|nvarchar|25|NULL|NULL|YES
dbo|LEAF_LOG|3|USER_ID|nvarchar|30|NULL|NULL|YES
dbo|LEAF_LOG|4|MESSAGE|nvarchar|2000|NULL|NULL|YES
dbo|LEAF_LOG|5|DETAIL|nvarchar|2000|NULL|NULL|YES
dbo|LEAF_LOG|6|USER_IP|nvarchar|20|NULL|NULL|YES
dbo|LEAF_LOG|7|TYPE|nvarchar|20|NULL|NULL|YES
dbo|LEAF_LOG|8|MESSAGE_ID|nvarchar|20|NULL|NULL|YES
dbo|LEAF_LOG|9|APPLICATION|nvarchar|100|NULL|NULL|YES
dbo|LEAF_LOG|10|STACK|nvarchar|4000|NULL|NULL|YES
dbo|LEAF_LOG|11|LEAF_SCN|numeric|NULL|10|0|YES
dbo|LEAF_MESSAGE|1|MESSAGE_ID|numeric|NULL|20|0|NO
dbo|LEAF_MESSAGE|2|MODULE_ID|numeric|NULL|5|0|NO
dbo|LEAF_MESSAGE|3|MESSAGE|nvarchar|2000|NULL|NULL|NO
dbo|LEAF_MESSAGE|4|DETAIL|nvarchar|2000|NULL|NULL|NO
dbo|LEAF_MESSAGE|5|SOLUTION|nvarchar|2000|NULL|NULL|YES
dbo|LEAF_MESSAGE|6|ACTION|nvarchar|2000|NULL|NULL|YES
dbo|LEAF_MESSAGE|7|LEAF_SCN|numeric|NULL|10|0|YES
