TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME|ORDINAL_POSITION|CONSTRAINT_NAME
------------|----------|-----------|----------------|---------------
dbo|App_Chat|Id|1|PK_App_Chat
dbo|App_Chat_Groups|Id|1|PK_App_Chat_Groups
dbo|App_Chat_Groups_Users|Id|1|PK_App_Chat_Groups_Users
dbo|App_Data_Types|Id|1|PK__App_Data__3214EC07BB37FB90
dbo|App_Design_Variables|Id|1|PK_App_Design_Variables
dbo|App_Design_Variables_Items|Id|1|PK_App_Design_Variables_Items
dbo|App_Entities|Id|1|PK_AppEntities
dbo|App_Entities_Fields|Id|1|PK_App_Entities_Fields
dbo|App_Entities_Property|Id|1|PK_App_Entities_Property
dbo|App_Entities_Selector|Id|1|PK__App_Enti__3214EC077B7284B7
dbo|App_Entities_Types|Id|1|PK__App_Enti__3214EC07D1667FDB
dbo|App_Formula_Create_Fn|Id|1|PK_App_Formula_Create_Fn
dbo|App_Log_Events|Code|1|PK_App_Log_Events_1
dbo|App_Log_Messages|Id|1|PK_App_Log_Messages
dbo|App_Log_Type_Events|Code|1|PK_App_Log_Type_Events
dbo|App_Log_Zeus|Id|1|PK_App_Log_Zeus
dbo|app_parameters|id|1|PK_App_Parameters
dbo|App_Searcher|Id|1|PK_App_Searcher
dbo|App_Searcher_Fields|Id|1|PK_App_Searcher_Fields
dbo|App_Searcher_Operators|Id|1|PK_App_Searcher_Operators
dbo|App_Variables_Group|Id|1|PK__App_Vari__3214EC072B59859F
dbo|App_Variables_List_Options|Id|1|PK__App_Vari__3214EC079A3B7804
dbo|App_Widget|Id|1|PK_App_Widget
dbo|App_Widget_Group|Id|1|PK_App_Widget_Group
dbo|App_Widget_Service|Id|1|PK_App_Widget_Service
dbo|appinfo|id|1|PK_AppInfo
dbo|ArchivosAdjuntos|Id|1|PK_ArchivosAdjuntos_Id
dbo|ArchivosAdjuntosMaestros|Id|1|PK_ArchivosAdjuntosMaestros
dbo|AspNetAccessByRecord|Id|1|PK_AspNetAccessByRecord
dbo|AspNetAccessByRecord_Privigeles|Id|1|PK_AspNetAccessByRecord_Privigeles
dbo|AspNetPrivileges|Id|1|PK__AspNetPr__3214EC07DB7BFB3B
dbo|AspNetRoleClaims|Id|1|PK_AspNetRoleClaims
dbo|AspNetRolePrivileges|Id|1|PK__AspNetRo__3214EC0704390691
dbo|AspNetRoles|Id|1|PK_AspNetRoles
dbo|AspNetTokenPasswordRecovery|Id|1|PK_AspNetTokenPasswordRecovery
dbo|AspNetUserClaims|Id|1|PK_AspNetUserClaims
dbo|AspNetUserLogins|LoginProvider|1|PK_AspNetUserLogins
dbo|AspNetUserLogins|ProviderKey|2|PK_AspNetUserLogins
dbo|AspNetUserRoles|UserId|1|PK_AspNetUserRoles
dbo|AspNetUserRoles|RoleId|2|PK_AspNetUserRoles
dbo|AspNetUsers|Id|1|PK_AspNetUsers
dbo|autopedido|id|1|PK_AutoPedido
dbo|commandhistory|id|1|PK_CommandHistory
dbo|DocumentosRelacionAdjuntos|Id|1|PK_DocumentosRelacionAdjuntos
dbo|Entidades|Id|1|PK_entidades
dbo|HistorialPagos|rowid|1|pk_historialpagos
dbo|LEAF_LOG|LOG_ID|1|LOG_PK
dbo|LEAF_MESSAGE|MESSAGE_ID|1|MESSAGE_PK
dbo|LEAF_MODULE|MODULE_ID|1|PK_MODULE
dbo|sys_Entidades|id|1|PK_sys_entidades
dbo|t000_documentacion|f000_tabla|1|PK_t000
dbo|t000_documentacion|f000_campo|2|PK_t000
dbo|t0000_doc_procesos|f0000_id_proceso|1|PK_t0000
dbo|t0001_doc_proceso_tablas|f0001_id_proceso|1|PK_t0001
dbo|t0001_doc_proceso_tablas|f0001_id_tabla|2|PK_t0001
dbo|t0005_pp_metadata|f0005_version|1|PK_t0005
dbo|t0005_pp_metadata|f0005_id_tabla|2|PK_t0005
dbo|t0005_pp_metadata|f0005_ind_tipo|3|PK_t0005
dbo|t0005_pp_metadata|f0005_id_objeto|4|PK_t0005
dbo|t001_pp_parametros|f001_rowid|1|PK_t001
dbo|t0011_pp_culturas|f0011_id|1|PK_t0011
dbo|t0012_pp_licencias_sbs|f0012_rowid_licencia|1|PK_t0012
dbo|t0013_pp_licencias|f0013_rowid_licencia|1|PK_t0013
dbo|t0014_pp_auth_prov|f0014_id|1|PK_t0014
dbo|t002_pp_versiones|f002_id|1|PK_t002
dbo|t0021_pp_procesos|f0021_rowid|1|PK_t0021
dbo|t003_pp_modulos|f003_id|1|PK_t003
dbo|t004_pp_pref_usuario|f004_rowid_usuario|1|PK_t004
dbo|t005_pp_certificador_fiscal|f005_id|1|PK_t005_pp_certificador_fiscal
dbo|t0051_pp_provee_integracion|f0051_id|1|PK_t0051
dbo|t0052_pp_plataformas_pago|f0052_id|1|PK_t0052
dbo|t0053_pp_cfg_apariencia|f0053_id|1|PK_t0053
dbo|t006_pp_param_automatizacion|f006_id|1|PK_t006
dbo|t007_mm_automatizacion_proceso|f007_id_cia|1|PK_t007
dbo|t007_mm_automatizacion_proceso|f007_id|2|PK_t007
dbo|t008_mm_automatizacion_valores|f008_id_cia|1|PK_t008
dbo|t008_mm_automatizacion_valores|f008_id_automatizacion_proceso|2|PK_t008
dbo|t008_mm_automatizacion_valores|f008_id_parametro_xml|3|PK_t008
dbo|t009_pp_proveedor_servicio|f009_id|1|PK_t009
dbo|t010_mm_companias|f010_id|1|PK_t010
dbo|t011_mm_paises|f011_id|1|PK_t011
dbo|t012_mm_deptos|f012_id_pais|1|PK_t012
dbo|t012_mm_deptos|f012_id|2|PK_t012
dbo|t013_mm_ciudades|f013_id_pais|1|PK_t013
dbo|t013_mm_ciudades|f013_id_depto|2|PK_t013
dbo|t013_mm_ciudades|f013_id|3|PK_t013
dbo|t014_mm_barrios|f014_id_pais|1|PK_t014
dbo|t014_mm_barrios|f014_id_depto|2|PK_t014
dbo|t014_mm_barrios|f014_id_ciudad|3|PK_t014
dbo|t014_mm_barrios|f014_id|4|PK_t014
dbo|t015_mm_contactos|f015_rowid|1|PK_t015
dbo|t0151_mm_direccion1|f0151_rowid|1|PK_t0151
dbo|t0152_mm_direccion2|f0152_rowid|1|PK_t0152
dbo|t0153_mm_direccion3|f0153_rowid|1|PK_t0153
dbo|t0154_mm_direccion3_etiq|f0154_rowid_dir3|1|PK_t0154
dbo|t0154_mm_direccion3_etiq|f0154_numero_et|2|PK_t0154
dbo|t0158_mm_otros_contac_clases|f0158_rowid|1|PK_t0158
dbo|t016_mm_bancos|f016_id|1|PK_t016
dbo|t017_mm_monedas|f017_id_cia|1|PK_t017
dbo|t017_mm_monedas|f017_id|2|PK_t017
dbo|t0171_mm_tipos_cambio|f0171_id_cia|1|PK_t0171
dbo|t0171_mm_tipos_cambio|f0171_id|2|PK_t0171
dbo|t018_mm_tasas_cambio|f018_id_cia|1|PK_t018
dbo|t018_mm_tasas_cambio|f018_id_tipo_cambio|2|PK_t018
dbo|t018_mm_tasas_cambio|f018_id_moneda|3|PK_t018
dbo|t018_mm_tasas_cambio|f018_fecha|4|PK_t018
dbo|t0181_mm_tipos_cambio_clases|f0181_id_cia|1|PK_t0181
dbo|t0181_mm_tipos_cambio_clases|f0181_id_clase_docto|2|PK_t0181
dbo|t0181_mm_tipos_cambio_clases|f0181_id_tipo_cambio|3|PK_t0181
dbo|t019_mm_cias_consolidadoras|f019_id_cia|1|PK_t019
dbo|t019_mm_cias_consolidadoras|f019_id_cia_consolidada|2|PK_t019
dbo|t020_mm_flias_documentos|f020_id_cia|1|PK_t020
dbo|t020_mm_flias_documentos|f020_id|2|PK_t020
dbo|t0201_mm_parametros_fact_elect|f0201_id_cia|1|PK_t0201
dbo|t0201_mm_parametros_fact_elect|f0201_id|2|PK_t0201
dbo|t0202_mm_imp_fiscal_config|f0202_rowid|1|PK_t0202
dbo|t021_mm_tipos_documentos|f021_id_cia|1|PK_t021
dbo|t021_mm_tipos_documentos|f021_id|2|PK_t021
dbo|t022_mm_consecutivos|f022_id_cia|1|PK_t022
dbo|t022_mm_consecutivos|f022_id_co|2|PK_t022
dbo|t022_mm_consecutivos|f022_id_tipo_docto|3|PK_t022
dbo|t0221_mm_consec_historia|f0221_id_cia|1|PK_t0221
dbo|t0221_mm_consec_historia|f0221_id_co|2|PK_t0221
dbo|t0221_mm_consec_historia|f0221_id_tipo_docto|3|PK_t0221
dbo|t0221_mm_consec_historia|f0221_fecha_resolucion|4|PK_t0221
dbo|t0222_mm_consecutivo_periodo|f0222_id_cia|1|PK_t0222
dbo|t0222_mm_consecutivo_periodo|f0222_id_periodo|2|PK_t0222
dbo|t0222_mm_consecutivo_periodo|f0222_id_co|3|PK_t0222
dbo|t0222_mm_consecutivo_periodo|f0222_id_tipo_docto|4|PK_t0222
dbo|t0223_mm_consec_res_int|f0223_id_cia|1|PK_t0223
dbo|t0223_mm_consec_res_int|f0223_resolucion|2|PK_t0223
dbo|t0224_mm_consec_res_int_hist|f0224_ts|1|PK_t0224
dbo|t0224_mm_consec_res_int_hist|f0224_id_cia|2|PK_t0224
dbo|t0224_mm_consec_res_int_hist|f0224_resolucion|3|PK_t0224
dbo|t023_mm_transiciones_estados|f023_id_grupo_clase_docto|1|PK_t023
dbo|t023_mm_transiciones_estados|f023_id_estado_desde|2|PK_t023
dbo|t023_mm_transiciones_estados|f023_id_estado_hasta|3|PK_t023
dbo|t024_mm_periodos|f024_id_cia|1|PK_t024
dbo|t024_mm_periodos|f024_id|2|PK_t024
dbo|t025_mm_medios_pago|f025_id_cia|1|PK_t025
dbo|t025_mm_medios_pago|f025_id|2|PK_t025
dbo|t0251_mm_medios_pago_liquida|f0251_id_cia|1|PK_t0251
dbo|t0251_mm_medios_pago_liquida|f0251_id_medio_pago|2|PK_t0251
dbo|t0251_mm_medios_pago_liquida|f0251_id_co|3|PK_t0251
dbo|t0251_mm_medios_pago_liquida|f0251_id_caja|4|PK_t0251
dbo|t0252_mm_grupo_medios_pago|f0252_rowid|1|PK_t0252
dbo|t0253_mm_grupo_medios_detalle|f0253_id_cia|1|PK_t0253
dbo|t0253_mm_grupo_medios_detalle|f0253_rowid_grupo_mp|2|PK_t0253
dbo|t0253_mm_grupo_medios_detalle|f0253_id_medio_pago|3|PK_t0253
dbo|t026_mm_cuentas_bancarias|f026_id_cia|1|PK_t026
dbo|t026_mm_cuentas_bancarias|f026_id|2|PK_t026
dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_cia|1|PK_t0261
dbo|t0261_mm_cuentas_bancaria_pate|f0261_id_cuenta_bancaria|2|PK_t0261
dbo|t0262_mm_cuentas_banc_aux_sa|f0262_id_cia|1|PK_t0262
dbo|t0262_mm_cuentas_banc_aux_sa|f0262_id_cta_bancaria|2|PK_t0262
dbo|t0262_mm_cuentas_banc_aux_sa|f0262_rowid_auxiliar_cxp|3|PK_t0262
dbo|t027_mm_causales_devolucion|f027_id|1|PK_t027
dbo|t028_mm_clases_documento|f028_id|1|PK_t028
dbo|t0281_mm_clases_documento_cu|f0281_id_clase_docto|1|PK_t0281
dbo|t0281_mm_clases_documento_cu|f0281_id_cultura|2|PK_t0281
dbo|t029_mm_clases_tipos_documento|f029_id_cia|1|PK_t029
dbo|t029_mm_clases_tipos_documento|f029_id_clase_docto|2|PK_t029
dbo|t029_mm_clases_tipos_documento|f029_id_tipo_docto|3|PK_t029
dbo|t030_mm_firmas|f030_id_cia|1|PK_t030
dbo|t030_mm_firmas|f030_id|2|PK_t030
dbo|t031_mm_firmas_aprobaciones|f031_id_cia|1|PK_t031
dbo|t031_mm_firmas_aprobaciones|f031_id_firma|2|PK_t031
dbo|t031_mm_firmas_aprobaciones|f031_id_clase_documento|3|PK_t031
dbo|t032_mm_trans_bancarias|f032_id_banco|1|PK_t032
dbo|t032_mm_trans_bancarias|f032_id|2|PK_t032
dbo|t033_mm_cnta_bancaria_trans|f033_id_cia|1|PK_t033
dbo|t033_mm_cnta_bancaria_trans|f033_id_cuenta_bancaria|2|PK_t033
dbo|t033_mm_cnta_bancaria_trans|f033_id_banco|3|PK_t033
dbo|t033_mm_cnta_bancaria_trans|f033_id_transaccion|4|PK_t033
dbo|t0331_mm_cnta_ban_trans_co|f0331_rowid|1|PK_t0331
dbo|t034_mm_grupos_clases_docto|f034_id|1|PK_t034
dbo|t035_mm_clases_impuesto|f035_id|1|PK_t035
dbo|t036_mm_clases_impuesto_accion|f036_id_clase_impuesto|1|PK_t036
dbo|t036_mm_clases_impuesto_accion|f036_ind_tipo_cia|2|PK_t036
dbo|t036_mm_clases_impuesto_accion|f036_ind_tipo_tercero|3|PK_t036
dbo|t036_mm_clases_impuesto_accion|f036_id_valor_cia|4|PK_t036
dbo|t036_mm_clases_impuesto_accion|f036_id_valor_tercero|5|PK_t036
dbo|t037_mm_llaves_impuesto|f037_id_cia|1|PK_t037
dbo|t037_mm_llaves_impuesto|f037_id|2|PK_t037
dbo|t038_mm_clases_retencion|f038_id|1|PK_t038
dbo|t0381_mm_clases_ret_imp_base|f0381_id_clase_retencion|1|PK_t0381
dbo|t0381_mm_clases_ret_imp_base|f0381_id_clase_impuesto|2|PK_t0381
dbo|t039_mm_clases_ret_accion|f039_id_clase_retencion|1|PK_t039
dbo|t039_mm_clases_ret_accion|f039_ind_tipo_cia|2|PK_t039
dbo|t039_mm_clases_ret_accion|f039_ind_tipo_tercero|3|PK_t039
dbo|t039_mm_clases_ret_accion|f039_id_valor_cia|4|PK_t039
dbo|t039_mm_clases_ret_accion|f039_id_valor_tercero|5|PK_t039
dbo|t040_mm_llaves_retencion|f040_id_cia|1|PK_t040
dbo|t040_mm_llaves_retencion|f040_id|2|PK_t040
dbo|t041_mm_cia_base_imp|f041_rowid|1|PK_t041
dbo|t042_mm_cia_base_ret|f042_rowid|1|PK_t042
dbo|t043_mm_mensajes_implementa|f043_id|1|PK_t043
dbo|t044_mm_clase_impuesto_valores|f044_id_clase_impuesto|1|PK_t044
dbo|t044_mm_clase_impuesto_valores|f044_ind_tipo_indicador|2|PK_t044
dbo|t044_mm_clase_impuesto_valores|f044_id|3|PK_t044
dbo|t045_mm_clase_ret_valores|f045_id_clase_retencion|1|PK_t045
dbo|t045_mm_clase_ret_valores|f045_ind_tipo_indicador|2|PK_t045
dbo|t045_mm_clase_ret_valores|f045_id|3|PK_t045
dbo|t046_mm_cliente_base_impuesto|f046_rowid|1|PK_t046
dbo|t047_mm_cliente_base_retencion|f047_rowid|1|PK_t047
dbo|t048_mm_automatizacion_impto|f048_id_cia|1|PK_t048
dbo|t048_mm_automatizacion_impto|f048_id_clase_docto|2|PK_t048
dbo|t049_mm_prv_base_imp|f049_rowid|1|PK_t049
dbo|t050_mm_prv_base_ret|f050_rowid|1|PK_t050
dbo|t0501_mm_ret_trab_ind_tarifas|f0501_rowid|1|PK_t0501
dbo|t0502_mm_ret_trab_factor_uni|f0502_id_cia|1|PK_t0502
dbo|t0502_mm_ret_trab_factor_uni|f0502_id_periodo|2|PK_t0502
dbo|t0503_mm_ret_trab_prov_ded|f0503_id_cia|1|PK_t0503
dbo|t0503_mm_ret_trab_prov_ded|f0503_rowid_tercero|2|PK_t0503
dbo|t0503_mm_ret_trab_prov_ded|f0503_id_sucursal|3|PK_t0503
dbo|t0503_mm_ret_trab_prov_ded|f0503_id_periodo|4|PK_t0503
dbo|t0504_rete_fuente_parametros|f0504_ano|1|PK_t0504
dbo|t0505_rete_fuente_art383|f0505_rowid|1|PK_t0505
dbo|t0506_rete_fuente_art384|f0506_rowid|1|PK_t0506
dbo|t0507_rete_fuente_auxiliares|f0507_id_cia|1|PK_t0507
dbo|t051_mm_pref_usuario_cia|f051_id_cia|1|PK_t051
dbo|t051_mm_pref_usuario_cia|f051_rowid_usuario|2|PK_t051
dbo|t0511_pref_usu_sistema|f0511_id_cia|1|PK_t0511
dbo|t0511_pref_usu_sistema|f0511_rowid_usuario|2|PK_t0511
dbo|t0512_pref_usu_grp_clase|f0512_rowid|1|PK_t0512
dbo|t0513_pref_usu_gen_inv|f0513_id_cia|1|PK_t0513
dbo|t0513_pref_usu_gen_inv|f0513_rowid_usuario|2|PK_t0513
dbo|t0514_pref_usu_gen_vtas|f0514_id_cia|1|PK_t0514
dbo|t0514_pref_usu_gen_vtas|f0514_rowid_usuario|2|PK_t0514
dbo|t052_mm_pref_usuario_doctos|f052_id_cia|1|PK_t052
dbo|t052_mm_pref_usuario_doctos|f052_rowid_usuario|2|PK_t052
dbo|t052_mm_pref_usuario_doctos|f052_id_clase_docto|3|PK_t052
dbo|t052_mm_pref_usuario_doctos|f052_id_tipo_docto|4|PK_t052
dbo|t053_mm_fechas|f053_id_cia|1|PK_t053
dbo|t053_mm_fechas|f053_id|2|PK_t053
dbo|t054_mm_estados|f054_id_grupo_clase_docto|1|PK_t054
dbo|t054_mm_estados|f054_id|2|PK_t054
dbo|t055_mm_paags|f055_id_cia|1|PK_t055
dbo|t055_mm_paags|f055_periodo|2|PK_t055
dbo|t056_mm_grupos_cia|f056_id_cia|1|PK_t056
dbo|t056_mm_grupos_cia|f056_id|2|PK_t056
dbo|t057_mm_grupos_cia_sumariza|f057_id_cia|1|PK_t057
dbo|t057_mm_grupos_cia_sumariza|f057_id_grupo_cia|2|PK_t057
dbo|t057_mm_grupos_cia_sumariza|f057_id_cia_sumarizada|3|PK_t057
dbo|t058_mm_usuario_entidad|f058_rowid|1|PK_t058
dbo|t059_mm_movto_entre_cias|f059_rowid|1|PK_t059
dbo|t060_mm_algoritmo_dv|f060_id|1|PK_t060
dbo|t061_mm_usuarios_monto|f061_id_cia|1|PK_t061
dbo|t061_mm_usuarios_monto|f061_ind_tipo|2|PK_t061
dbo|t061_mm_usuarios_monto|f061_usuario|3|PK_t061
dbo|t0611_mm_usuarios_monto_moneda|f0611_id_cia|1|PK_t0611
dbo|t0611_mm_usuarios_monto_moneda|f0611_ind_tipo|2|PK_t0611
dbo|t0611_mm_usuarios_monto_moneda|f0611_usuario|3|PK_t0611
dbo|t0611_mm_usuarios_monto_moneda|f0611_id_moneda|4|PK_t0611
dbo|t062_mm_algoritmo_dv_calculo|f062_id|1|PK_t062
dbo|t062_mm_algoritmo_dv_calculo|f062_consecutivo|2|PK_t062
dbo|t063_cm_cfg_lote|f063_id|1|PK_t063
dbo|t066_mm_denominaciones|f066_id_cia|1|PK_t066
dbo|t066_mm_denominaciones|f066_id_moneda|2|PK_t066
dbo|t066_mm_denominaciones|f066_id|3|PK_t066
dbo|t067_mm_provision_cxc|f067_id_cia|1|PK_t067
dbo|t068_mm_provision_cxc_det|f068_id_cia|1|PK_t068
dbo|t068_mm_provision_cxc_det|f068_numero_ano|2|PK_t068
dbo|t070_mm_mandatos|f070_id_cia|1|PK_t070
dbo|t070_mm_mandatos|f070_id|2|PK_t070
dbo|t071_mm_mandato_base_imp|f071_rowid|1|PK_t071
dbo|t072_mm_mandato_base_ret|f072_rowid|1|PK_t072
dbo|t073_mm_deterioro_cxc|f073_rowid|1|PK_t073
dbo|t074_mm_deterioro_cxc_aux|f074_rowid_deterioro_cxc|1|PK_t074
dbo|t074_mm_deterioro_cxc_aux|f074_id_cia|2|PK_t074
dbo|t074_mm_deterioro_cxc_aux|f074_id_moneda|3|PK_t074
dbo|t075_mm_deterioro_cxc_linea|f075_rowid|1|PK_t075
dbo|t077_mm_mandato_auxiliar|f077_rowid|1|PK_t077
dbo|t078_mm_gastos_funcion|f078_rowid|1|PK_t078
dbo|t079_mm_cierre_cuentas|f079_rowid_auxiliar_origen|1|PK_t079
dbo|t080_mm_tipo_calendario|f080_id_cia|1|PK_t080
dbo|t080_mm_tipo_calendario|f080_id|2|PK_t080
dbo|t081_mm_calendario_fechas|f081_id_cia|1|PK_t081
dbo|t081_mm_calendario_fechas|f081_id_tipo_calendario|2|PK_t081
dbo|t081_mm_calendario_fechas|f081_id_instalacion|3|PK_t081
dbo|t081_mm_calendario_fechas|f081_fecha|4|PK_t081
dbo|t089_mm_maquinas|f089_rowid|1|PK_t089
dbo|t090_mm_prefijos_barras|f090_id_cia|1|PK_t090
dbo|t090_mm_prefijos_barras|f090_id|2|PK_t090
dbo|t091_mm_cfg_barras|f091_id_cia|1|PK_t091
dbo|t091_mm_cfg_barras|f091_id|2|PK_t091
dbo|t093_mm_seguimiento_evento|f093_id_cia|1|PK_t093
dbo|t093_mm_seguimiento_evento|f093_tipo_evento|2|PK_t093
dbo|t093_mm_seguimiento_evento|f093_id|3|PK_t093
dbo|t094_mm_seguimiento_movto|f094_rowid|1|PK_t094
dbo|t095_mm_impresoras|f095_id|1|PK_t095
dbo|t096_mm_basculas|f096_id|1|PK_t096
dbo|t097_mm_lector_barras|f097_id|1|PK_t097
dbo|t098_mm_lector_barras_prefijo|f098_id_lector_barras|1|PK_t098
dbo|t098_mm_lector_barras_prefijo|f098_prefijo|2|PK_t098
dbo|t099_mm_estaciones|f099_id|1|PK_t099
dbo|t100_pp_comerciales|f100_id_cia|1|PK_t100
dbo|t101_mc_unidades_medida|f101_id_cia|1|PK_t101
dbo|t101_mc_unidades_medida|f101_id|2|PK_t101
dbo|t102_mc_pos_arancelarias|f102_id_cia|1|PK_t102
dbo|t102_mc_pos_arancelarias|f102_id|2|PK_t102
dbo|t103_mc_descripciones_tecnicas|f103_id_cia|1|PK_t103
dbo|t103_mc_descripciones_tecnicas|f103_id|2|PK_t103
dbo|t104_mc_desc_tecnicas_campos|f104_rowid|1|PK_t104
dbo|t105_mc_criterios_item_planes|f105_id_cia|1|PK_t105
dbo|t105_mc_criterios_item_planes|f105_id|2|PK_t105
dbo|t1051_mc_grupo_crit_item|f1051_id_cia|1|PK_t1051
dbo|t1051_mc_grupo_crit_item|f1051_id|2|PK_t1051
dbo|t1052_mc_grupo_crit_item_plan|f1052_rowid|1|PK_t1052
dbo|t106_mc_criterios_item_mayores|f106_id_cia|1|PK_t106
dbo|t106_mc_criterios_item_mayores|f106_id_plan|2|PK_t106
dbo|t106_mc_criterios_item_mayores|f106_id|3|PK_t106
dbo|t107_mc_proyectos|f107_id_cia|1|PK_t107
dbo|t107_mc_proyectos|f107_id|2|PK_t107
dbo|t1071_mc_proyectos_co|f1071_id_cia|1|PK_t1071
dbo|t1071_mc_proyectos_co|f1071_id_proyecto|2|PK_t1071
dbo|t1071_mc_proyectos_co|f1071_id_co|3|PK_t1071
dbo|t1072_mc_proyectos_resp|f1072_id_cia|1|PK_t1072
dbo|t1072_mc_proyectos_resp|f1072_id_proyecto|2|PK_t1072
dbo|t1072_mc_proyectos_resp|f1072_rowid_terc_resp|3|PK_t1072
dbo|t1073_mc_proyectos_rol_resp|f1073_rowid|1|PK_t1073
dbo|t108_mc_cargue|f108_id_cia|1|PK_t108
dbo|t108_mc_cargue|f108_id_co|2|PK_t108
dbo|t108_mc_cargue|f108_id|3|PK_t108
dbo|t109_mc_grupo_dscto|f109_id_cia|1|PK_t109
dbo|t109_mc_grupo_dscto|f109_id|2|PK_t109
dbo|t110_mc_promo_dsctos|f110_rowid|1|PK_t110
dbo|t1101_mc_oferta_dsctos|f1101_rowid|1|PK_t1101
dbo|t11011_mc_oferta_dsctos_linea|f11011_rowid|1|PK_t11011
dbo|t111_mc_promo_dsctos_linea|f111_rowid|1|PK_t111
dbo|t1111_mc_promo_frecuencia|f1111_rowid|1|PK_t1111
dbo|t1112_mc_promo_frecuencia_det|f1112_rowid|1|PK_t1112
dbo|t1113_mc_promo_dsctos_co|f1113_rowid|1|PK_t1113
dbo|t1114_mc_promo_dsctos_mpago|f1114_rowid|1|PK_t1114
dbo|t1115_mc_promo_frecuencia_exce|f1115_rowid|1|PK_t1115
dbo|t1116_mc_promo_dsctos_vend|f1116_rowid|1|PK_t1116
dbo|t1117_mc_promo_dsctos_eventos|f1117_rowid|1|PK_t1117
dbo|t1118_mc_map_promo_d_mpago|f1118_rowid|1|PK_t1118
dbo|t112_mc_listas_precios|f112_id_cia|1|PK_t112
dbo|t112_mc_listas_precios|f112_id|2|PK_t112
dbo|t1121_mc_listas_precios_co|f1121_id_cia|1|PK_t1121
dbo|t1121_mc_listas_precios_co|f1121_id_lista_precio|2|PK_t1121
dbo|t1121_mc_listas_precios_co|f1121_id_co|3|PK_t1121
dbo|t113_mc_grupos_impositivos|f113_id_cia|1|PK_t113
dbo|t113_mc_grupos_impositivos|f113_id|2|PK_t113
dbo|t114_mc_grupos_impo_impuestos|f114_rowid|1|PK_t114
dbo|t1141_mc_grupos_impo_imp_exce|f1141_rowid|1|PK_t1141
dbo|t115_mc_grupos_impo_ret|f115_rowid|1|PK_t115
dbo|t1150_mc_agenda|f1150_rowid|1|PK_t1150
dbo|t1151_mc_agenda_prov|f1151_rowid|1|PK_t1151
dbo|t1152_mc_agenda_co|f1152_id_cia|1|PK_t1152
dbo|t1152_mc_agenda_co|f1152_rowid_agenda|2|PK_t1152
dbo|t1152_mc_agenda_co|f1152_id_co|3|PK_t1152
dbo|t1153_mc_agenda_prog|f1153_rowid|1|PK_t1153
dbo|t116_mc_extensiones1|f116_id_cia|1|PK_t116
dbo|t116_mc_extensiones1|f116_id|2|PK_t116
dbo|t117_mc_extensiones1_detalle|f117_id_cia|1|PK_t117
dbo|t117_mc_extensiones1_detalle|f117_id_extension1|2|PK_t117
dbo|t117_mc_extensiones1_detalle|f117_id|3|PK_t117
dbo|t118_mc_extensiones2|f118_id_cia|1|PK_t118
dbo|t118_mc_extensiones2|f118_id|2|PK_t118
dbo|t119_mc_extensiones2_detalle|f119_id_cia|1|PK_t119
dbo|t119_mc_extensiones2_detalle|f119_id_extension2|2|PK_t119
dbo|t119_mc_extensiones2_detalle|f119_id|3|PK_t119
dbo|t120_mc_items|f120_rowid|1|PK_t120
dbo|t121_mc_items_extensiones|f121_rowid|1|PK_t121
dbo|t1211_mc_items_bloqueo|f1211_rowid|1|PK_t1211
dbo|t122_mc_items_unidades|f122_rowid_item|1|PK_t122
dbo|t122_mc_items_unidades|f122_id_unidad|2|PK_t122
dbo|t122_mc_items_unidades|f122_id_cia|3|PK_t122
dbo|t123_mc_items_desc_tecnicas|f123_id_cia|1|PK_t123
dbo|t123_mc_items_desc_tecnicas|f123_rowid_item|2|PK_t123
dbo|t123_mc_items_desc_tecnicas|f123_rowid_campo|3|PK_t123
dbo|t124_mc_items_referencias|f124_id_cia|1|PK_t124
dbo|t124_mc_items_referencias|f124_referencia|2|PK_t124
dbo|t125_mc_items_criterios|f125_id_cia|1|PK_t125
dbo|t125_mc_items_criterios|f125_rowid_item|2|PK_t125
dbo|t125_mc_items_criterios|f125_id_plan|3|PK_t125
dbo|t125_mc_items_criterios|f125_id_criterio_mayor|4|PK_t125
dbo|t126_mc_items_precios|f126_rowid|1|PK_t126
dbo|t1261_items_precio_integracion|f1261_rowid|1|PK_t1261
dbo|t127_mc_items_precios_imp|f127_id_cia|1|PK_t127
dbo|t127_mc_items_precios_imp|f127_rowid_item_precio|2|PK_t127
dbo|t127_mc_items_precios_imp|f127_id_llave_impuesto|3|PK_t127
dbo|t128_mc_items_equivalentes|f128_rowid_item|1|PK_t128
dbo|t128_mc_items_equivalentes|f128_rowid_item_equivalente|2|PK_t128
dbo|t129_mc_items_sustitutos|f129_rowid_item_ext|1|PK_t129
dbo|t129_mc_items_sustitutos|f129_rowid_item_ext_sustituto|2|PK_t129
dbo|t130_mc_items_destare|f130_rowid_item_ext|1|PK_t130
dbo|t130_mc_items_destare|f130_rowid_item_ext_destare|2|PK_t130
dbo|t131_mc_items_barras|f131_id_cia|1|PK_t131
dbo|t131_mc_items_barras|f131_id|2|PK_t131
dbo|t1311_mc_items_barras_imp|f1311_id_cia|1|PK_t1311
dbo|t1311_mc_items_barras_imp|f1311_id_codigo_barras|2|PK_t1311
dbo|t1311_mc_items_barras_imp|f1311_rowid_usuario|3|PK_t1311
